M_RSCP,M_RSRQ,M_SINR,M_CQI,M_QPSK ,M_16QAM,M_64QAM,M_256QAM,M_MIMO,M_Thrpt_Mbps,Thrpt_Good?
-81.26915134,-7.569080681,10.71088997,6.424553289,0.114285,0.585714,0.285714,0.014285,0.157538377,73.09955597,1
-85.66434426,-9.56692966,5.497514458,5.874865583,0.451388,0.5,0.048611,0,0.344208809,49.66989217,1
-79,-8.182422405,11.7218443,7.096252942,0.05,0.6,0.35,0,0.204918033,25.60353619,1
-75.78204708,-5.473625477,18.99999976,12.6391608,0,0.380952,0.619047,0,0.333333333,25.89325482,1
-79.3563214,-8.817148377,16.34137483,10.35972623,0.141935,0.432258,0.425806,0,0.419497665,104.9231377,1
-79.00808158,-8.719320503,11.64786674,10.51500095,0.396551,0.456896,0.146551,0,0.479679867,35.25289573,1
-93.90785078,-8.910521915,9.628888665,4.89839061,0.928571,0.071428,0,0,0.333333333,18.00309461,0
-89.6228422,-9.795979984,3.268407309,3.654038147,0.8,0.15,0.05,0,0.280922432,15.84895528,0
-92.86884263,-12.47172708,0.000661944,2.558922981,0.57377,0.393442,0.032786,0,0,12.76125489,0
-66.02012663,-7.971765501,28.48780749,11.2843006,0,0.017142,0.794285,0.188571,0.338229755,169.9202485,1
-101.096203,-8.697385998,4.037563248,5.333067376,0.25,0.75,0,0,0,21.41983761,0
-86.78332315,-8.147886791,9.766511076,5.3946958,0.65,0.15,0.2,0,0.333333333,24.24683462,0
-82.57785327,-9.020051143,16.30554803,6.124114425,0.35,0,0.0875,0.5625,0.181116939,94.36995878,1
-85.42063634,-8.187009988,21.28293926,11.71495004,0,0.032679,0.941176,0.026143,0.333333333,194.5094099,1
-81.72267312,-6.253221274,27.95577243,13.17474849,0,0.076923,0.923076,0,0.333333333,24.43517682,0
-88.07976028,-6.890165274,15.93442655,8.729664196,0.083333,0.791666,0.125,0,0.333333333,22.43160557,0
-97.30929532,-9.464002284,8.786206436,5.528089479,0.722222,0.150793,0.126984,0,0.083567928,38.43566368,1
-87.58593946,-8.580511768,13.53647154,9.482934477,0.048275,0.406896,0.489655,0.055172,0.307989553,89.39598705,1
-100.2106626,-8.3685412,7.770749132,6.6585085,0.454545,0.454545,0.090909,0,0.333333333,26.68967027,1
-94.84226435,-7.135921344,10,7.338977078,0.272727,0.5,0.227272,0,0.111973392,25.01817811,1
-90.53854981,-9.14111669,6.431099025,5.512978092,0.439759,0.385542,0.174698,0,0.142304226,51.61125925,1
-89.05774807,-8.919199817,8.76693972,7.171168903,0.541984,0.412213,0.045801,0,0.289698467,50.93285856,1
-92.22138783,-5.523790624,13.43214042,9.353211598,0.111111,0.444444,0.444444,0,0,26.32641298,1
-73.76902243,-5.147410199,27.42971486,14.0946919,0,0,0.6,0.4,0.333333333,26.27156352,1
-96,-7.98494081,13.36160474,4.9767004,0.5,0.192307,0.307692,0,0.363354213,22.31704319,0
-93.39995134,-10.4163212,7.41917957,7.559243252,0.581081,0.405405,0.013513,0,0.284859189,47.95084619,1
-96,-7.155383491,12.96361345,6.39553626,0,0.428571,0.571428,0,0.333333333,21.07899436,0
-96.45684377,-7.579273405,9.842099907,10.08561878,0.190476,0.142857,0.666666,0,0.892976589,26.60508665,1
-96.06116241,-8.232448839,12.44526843,5.752459915,0.530303,0.242424,0.227272,0,0.457628809,21.92894956,0
-72.35006237,-8.165668994,28.25965161,13.21537739,0,0,0.343612,0.656387,0.323046215,234.5338073,1
-96,-7.426205068,12.05206206,5.846887235,0,0.2,0.8,0,0.333333333,17.52670096,0
-86.13596368,-8.57889442,8.100776935,9.291793371,0.875,0.125,0,0,0.397129187,15.94952983,0
-93.27244971,-9.18607346,15.12791082,6.500100467,0.066666,0.266666,0.666666,0,0.471444624,41.95750531,1
-99.13435699,-11.27955945,2.404657099,7.545191627,0.872549,0.107843,0.019607,0,0.170266379,15.552999,0
-93.1734734,-7.741895883,15.11412613,3.617287376,0,0.125,0.875,0,0.221851543,17.07477511,0
-98.68111543,-9.843767482,4.751896075,7.964903609,0.965517,0.034482,0,0,0.617192061,17.88790032,0
-93.52947379,-9.340045935,14.97176163,8.477905957,0.274193,0.080645,0.645161,0,0.689395101,51.88227655,1
-100.0900367,-12.46406618,0.701917,5.832013411,0.87234,0.127659,0,0,0.518403479,11.86931,0
-98,-9.510862603,11.44772126,3.915398266,0,0,1,0,0.333333333,21.43797115,0
-91.00117518,-8.238286866,14.70013604,10.69333841,0.17647,0.323529,0.5,0,0.333333333,25.97336603,1
-98.33561903,-9.957327514,8.737500677,3.822966027,0.967741,0.016129,0.016129,0,0.35490291,4.818829441,0
-94.28270123,-11.38085188,7.207929313,7.373004989,0.508287,0.436464,0.055248,0,0.299005974,67.64571899,1
-74.35246948,-5.893697967,17.09636735,11.52288168,0.090909,0.136363,0.772727,0,0.333333333,27.62698582,1
-78.85947201,-7.868071358,20.04379302,14.4756265,0,0,1,0,0.333333333,25.81340327,1
-77.82692428,-10.14059223,24.09305689,12.2466894,0.009302,0.16279,0.567441,0.260465,0.333333333,217.9917459,1
-93.60332833,-9.112568511,9.235460997,6.743935446,0.373983,0.520325,0.105691,0,0.333333333,50.68223201,1
-75.17728188,-7.81277235,26.78028743,13.39774334,0,0,0.642857,0.357142,0.333333333,25.9465344,1
-91.95193696,-7.44279328,10.00377563,7.760549662,0,0.142857,0.857142,0,0.156448203,26.60483913,1
-75.26898733,-10.37404015,22.69825558,12.72868496,0.017621,0.215859,0.488986,0.277533,0.372769398,142.2202557,1
-91.94764025,-9.351804211,11.50894019,7.438346284,0.155844,0.538961,0.227272,0.077922,0.354148214,83.34025812,1
-74.99938375,-7.678181548,25.48493996,13.26382706,0.125,0,0.5,0.375,0.859327217,25.68209263,1
-86.32014194,-7.304630231,18.13057998,11.00622493,0.210526,0.578947,0.210526,0,0.619251337,26.91779999,1
-75.06351534,-8.803775785,26.22507357,12.01518349,0.017699,0.190265,0.535398,0.256637,0.343683693,158.0773284,1
-81.81028326,-8.317332483,17.9263545,10.44251631,0.123376,0.357142,0.480519,0.038961,0.273827271,80.53632022,1
-73.60547733,-7.109178764,26.44992908,12.98467739,0,0.125,0.5,0.375,0.333333333,26.10815657,1
-87.39690995,-6.01661625,16.85242996,5.790462903,0.235294,0.411764,0.352941,0,0.333333333,26.54884221,1
-92.96522285,-9.587536278,5.791656105,8.028839027,0.011695,0.374269,0.608187,0.005847,0.346151878,125.45382,1
-75.69044316,-10.91423304,24.71019153,11.49305404,0.018779,0.051643,0.582159,0.347417,0.333333333,230.8912611,1
-104.4889112,-9.323993973,3.681489579,4.959584942,0.6875,0.3125,0,0,0.301686122,19.58616258,0
-75.63031546,-9.218691166,26.53469882,13.36391445,0,0.142857,0.428571,0.428571,0.333333333,26.02721302,1
-103.0007669,-9.422254429,6.169753689,6.452294886,0.623931,0.230769,0.145299,0,0.20555148,44.82414162,1
-74.99383506,-11.00604488,25.0278206,11.81181009,0,0.149532,0.42056,0.429906,0.343677449,203.8971697,1
-99.73000161,-8.98625868,2.392437916,5.635866594,0.75,0.125,0.125,0,0,20.69752312,0
-76.29171534,-8.47338647,25.68182576,11.56499671,0,0,0.625,0.375,0.348547718,26.10815657,1
-95.04858336,-8.438256062,15.88618426,10.69841608,0.023255,0.244186,0.732558,0,0.348301454,133.0969991,1
-91.25299142,-10.80167808,12.22491906,9.40726976,0.053658,0.312195,0.531707,0.102439,0.333333333,173.7225925,1
-96.46634666,-6.76975792,16.07005992,9.384176894,0,0.318181,0.681818,0,0.381738174,27.68766663,1
-97.93114728,-7.835163803,13.48184631,10.65160627,0,0.782608,0.217391,0,0.315716753,26.08126676,1
-96.59816015,-8.540208691,14.44974551,10.01742725,0,0.309392,0.662983,0.027624,0.383458072,133.1888097,1
-80.55732762,-9.640734407,13.03838964,12.01334635,0.697297,0.016216,0.172972,0.113513,0.302308802,53.37998924,1
-98.78309468,-6.720388634,12.86240784,11.23145729,0,0.714285,0.285714,0,0.333333333,26.54884221,1
-94.65446687,-6.506142321,19.02982561,10.2069891,0.115384,0.26923,0.615384,0,0.333333333,25.86657166,1
-97.58880011,-8.398665482,13.42267724,10.2157916,0.029585,0.33136,0.497041,0.142011,0.348590482,144.8545889,1
-83.93290886,-8.396468011,12.15260335,8.221125689,0.380952,0.40136,0.204081,0.013605,0.254478967,60.80001111,1
-97.1471952,-7.850287057,11.68906874,5.850279674,0.428571,0.5,0.071428,0,0.448136143,20.39566811,0
-93.27858556,-8.334315722,8.780287285,6.85760409,0.52,0.48,0,0,0.542013889,24.27026444,0
-90.49353018,-8.018808502,14.22752187,8.126590117,0.485148,0.455445,0.059405,0,0.34591388,34.38464184,1
-93.77779308,-9.009494043,9.291849362,7.397702512,0.131034,0.696551,0.172413,0,0.333333333,75.20852106,1
-89.22314996,-5.935911943,17.22783175,9.044590616,0.333333,0.380952,0.238095,0.047619,0.333333333,22.55230261,0
-74.43130921,-5.035494235,24.6064214,15,0.210526,0.157894,0.631578,0,0.333333333,25.68184552,1
-85.34851876,-9.118383397,13.96226552,7.448881043,0.075187,0.375939,0.548872,0,0.335924281,97.43188424,1
-94.39733043,-11.20763292,4.46266895,6.762820244,0.297709,0.51145,0.190839,0,0.21519485,64.47103845,1
-88.65787833,-8.383975477,17.29054504,9.212642035,0,0.666666,0.333333,0,0.561503417,23.26094996,0
-85.53516291,-5.967837755,16.37453418,10.35351618,0.333333,0.333333,0.333333,0,0.333333333,25.52567043,1
-99.24603583,-10.59623173,4.77338335,5.290764087,0.746153,0.238461,0.015384,0,0.260651629,36.03357041,1
-85.87013451,-8.178585507,17.14856458,11.02659335,0.012048,0.361445,0.626506,0,0.439218791,127.2689896,1
-93.10061665,-7.33604061,11.54293285,8.062993865,0,0.666666,0.333333,0,0.333333333,24.69892125,0
-93.34485178,-9.065664102,6.347259677,4.142299395,0.842105,0.157894,0,0,0,17.3096593,0
-94.26902016,-9.140021513,11.13769398,8.562523825,0.16875,0.29375,0.53125,0.00625,0.431655382,107.2947941,1
-87.91367353,-8.836248512,12.14972457,8.549820702,0.234939,0.367469,0.39759,0,0.333333333,78.32718248,1
-80.40939274,-6.147886892,23.17141315,11.55746407,0,0.227272,0.772727,0,0.333333333,27.12106158,1
-97.69379281,-12.29357934,-1.195543589,2.862726775,0.863636,0.136363,0,0,0,7.477182305,0
-82.75926498,-8.596971696,15.1474623,9.28185677,0.122448,0.360544,0.517006,0,0.290531153,94.05672788,1
-91.91175888,-10.4473996,3.052959557,4.657323397,0.517647,0.282352,0.2,0,0,30.32445619,1
-100.6226307,-8.910820999,5.093923309,5.878811208,1,0,0,0,0.221415608,22.83874472,0
-81.14874368,-7.328321933,13.50706745,9.858710916,0.142857,0.285714,0.571428,0,0,25.32022913,1
-81.32367555,-9.111871604,8.90487264,9.700644865,0.08,0.576,0.344,0,0.42948608,68.91811718,1
-99.96302421,-10.16737347,6.213049654,6.320712554,0.423423,0.486486,0.09009,0,0.176089085,39.25525437,1
-92.81250079,-6.584824983,10.13534297,8.910322999,0.3125,0.3125,0.375,0,0.139728884,26.24409537,1
-76.685279,-5.655037645,17.36984262,9.428861571,0,0,0.4,0.6,0,26.05421186,1
-88.11222609,-9.110497627,12.48959758,7.293833794,0.318181,0.488636,0.193181,0,0.495282301,39.43313552,1
-84.39864966,-8.947312457,11.72024144,7.951108463,0,0.098591,0.535211,0.366197,0.119084562,98.76875315,1
-98.26811049,-12.61390839,-3.243491815,4.602192822,0.869565,0.130434,0,0,0,7.109658862,0
-107.5422023,-10.18568701,1.455639323,3.865590377,0.944444,0.055555,0,0,0.273542601,17.68676067,0
-82.56581457,-8.658027954,11.66419171,6.855797798,0.375838,0.315436,0.308724,0,0.323455698,75.65470934,1
-80.98748257,-9.87013428,7.988399999,8.029606046,0.528301,0.283018,0.188679,0,0.787272727,6.852154007,0
-100.502306,-10.9979705,0.439554753,3.906060984,0.851851,0.148148,0,0,0.142249024,8.928049899,0
-74.68082989,-5.623908282,25.5956168,11.61999964,0.105263,0.105263,0.789473,0,0.333333333,26.49306297,1
-83.49211236,-9.71000074,10.33244226,6.512307467,0.415929,0.283185,0.274336,0.026548,0.050801001,50.68974312,1
-96.46052757,-10.53297171,6.808107139,5.11289653,0.772277,0.227722,0,0,0.331132515,24.48723725,0
-89.10917873,-6.716375696,21.38775499,11.99811969,0,0.366666,0.566666,0.066666,0.333333333,27.32713646,1
-107.5606435,-8.287854851,10.33077927,7.685251422,0.315789,0.315789,0.368421,0,0,23.85604793,0
-98.56319235,-9.38977637,8.28845569,7.431391097,0.38125,0.5375,0.08125,0,0.355045324,64.77877098,1
-100.8569642,-12.34022837,1.270231361,4.139877036,0.80597,0.194029,0,0,0,9.169411694,0
-92.47117333,-11.94492669,-0.123224636,4.904887183,0.897435,0.102564,0,0,0,12.92003843,0
-72.02818207,-5.911534402,21.36604724,10.36860121,0.045454,0,0.681818,0.272727,0.333333333,26.35427932,1
-101.6457379,-15.72671259,-5.671896163,4.170009071,0.65,0.333333,0.016666,0,0,15.51355095,0
-102.9497329,-9.839086238,8.431386279,7.680491551,0.167785,0.577181,0.255033,0,0.111566692,67.86879928,1
-81.05132176,-10.21546839,4.567674015,6.394500294,0.619047,0.190476,0.190476,0,0,9.85443504,0
-91.63253263,-5.352387038,15.22902303,9.58190644,0.3,0.1,0.5,0.1,0,26.57693467,1
-94.41348075,-10.96958128,1.754960656,5.187151183,0.428571,0.523809,0.047619,0,0.180798701,42.2739571,1
-91.46548974,-9.550806872,5.816776162,6.315639632,0.148514,0.267326,0.524752,0.059405,0.021435912,74.89395521,1
-102.6971908,-10.83660399,12.06614785,6.27892501,0.55,0.45,0,0,0.363419619,13.14959643,0
-97.80276581,-7.783349951,4.031043621,6.892371188,0.307692,0.230769,0.461538,0,0.054163298,20.346237,0
-82.33648314,-8.625822297,8.146488434,7.039428079,0.347222,0.527777,0.125,0,0.343069112,61.81556895,1
-75.00646998,-9.215090098,22.34134624,14.16461362,0,0.008547,0.991452,0,0.333333333,238.9858517,1
-76.62432403,-6.560245022,16.08277444,7.818870969,0.25,0.083333,0.666666,0,0.156498674,25.73448933,1
-67.40853137,-5.69130325,26.0348805,12.08241758,0,0.0625,0.6875,0.25,0.919413919,25.84019361,1
-91.12865447,-9.094456977,3.818583207,4.639251309,0.688311,0.142857,0.12987,0.038961,0,11.79208545,0
-87.48912938,-10.66946323,8.897083591,7.875570146,0.326797,0.38562,0.287581,0,0.091056171,58.79668217,1
-87.96010569,-8.669580411,-0.880352552,4.038926567,0.68421,0.315789,0,0,0,17.05168547,0
-91.17044039,-7.091487758,10.18877445,8.280168457,0.277777,0.388888,0.333333,0,0,21.40158598,0
-86.54774278,-8.559346756,12.00028488,7.963398645,0.1875,0.472222,0.326388,0.013888,0.297073497,49.3813628,1
-67.50219465,-7.847159445,19.62114616,10.14012216,0.004149,0.157676,0.614107,0.224066,0.31928715,241.2899081,1
-92.68292955,-7.506224705,6.193865222,8.162858466,0.117647,0.647058,0.235294,0,0.08501594,12.52156162,0
-92.78969264,-9.693831373,7.507864547,6.169711148,0.514285,0.485714,0,0,0.027536831,8.616302664,0
-87.77050831,-9.008084769,15.04681054,7.970353722,0.158823,0.288235,0.541176,0.011764,0.372226304,91.55016345,1
-88.41716375,-11.89589496,1.578378963,6.387818131,0.970588,0.029411,0,0,0.063187677,0.77828533,0
-76.25489875,-7.307493703,25.03102642,12.73911417,0,0,0.857142,0.142857,0.333333333,27.29743653,1
-90.37399076,-9.57150677,5.310397375,8.655317899,0.25,0.6,0.15,0,0.142899584,13.55320877,0
-79.99180218,-8.875960653,15.65094354,10.18079276,0,0.056737,0.758865,0.184397,0.377346065,145.0936368,1
-81.44238947,-8.908007835,27.0255095,13.24558874,0,0.004878,0.995121,0,0.361686772,203.3310979,1
-65.9947075,-5.703069214,27.13563577,14.40066676,0,0,0.533333,0.466666,0.333333333,27.56634263,1
-104.6713398,-8.369182952,7.041699021,6.007106947,0.458333,0.166666,0.375,0,0.333333333,19.92728071,0
-77.23285441,-8.789011745,17.24692456,8.580518144,0.07258,0.241935,0.556451,0.129032,0.166959965,97.63634541,1
-82.64360808,-9.65886826,23.48656355,11.02657929,0.149038,0.317307,0.408653,0.125,0.348432318,174.8223029,1
-103.8528183,-10.32870181,1.837783562,4.592668325,0.428571,0.333333,0.238095,0,0.319033027,20.92124709,0
-100.9252211,-10.23433551,4.159500355,5.329361587,0.842105,0.105263,0.052631,0,0.229044834,18.39787653,0
-99.03640983,-9.840792658,5.397929346,5.757747177,0.692307,0.253846,0.053846,0,0.078055965,32.24129903,1
-86.71035342,-8.626278016,10.75255003,7.661846632,0.190909,0.445454,0.318181,0.045454,0.085667787,62.1700806,1
-96.30632799,-7.222783749,7.99816762,8.632258065,0.086956,0.652173,0.260869,0,0.333333333,23.3687948,0
-81.22620282,-7.92916446,12.42160186,6.162792074,0.076923,0.230769,0.615384,0.076923,0,22.09673674,0
-88.85454422,-10.43804041,3.256919321,7.207168493,0.487179,0.461538,0.051282,0,0.163006456,23.26882395,0
-97.29522238,-9.586112512,14.0011539,8.029545173,0.085,0.32,0.495,0.1,0.216725387,142.9108153,1
-87.59482062,-9.617919077,18.86970572,11.25227372,0.068965,0.241379,0.689655,0,0.333333333,27.53636697,1
-91.84944884,-6.59712663,20.39344523,12.87142804,0,0.2,0.8,0,0.333333333,26.10813955,1
-80.26546046,-7.441552278,20.17275635,11.9108535,0.010471,0.240837,0.748691,0,0.346982429,138.3176817,1
-104.926421,-9.106774048,14.52426708,7.009347377,0.43781,0.388059,0.159203,0.014925,0.306370968,81.35209388,1
-76.88564108,-6.353729515,11.71774965,7.650544135,0.166666,0.083333,0.416666,0.333333,0,30.43303155,1
-86.83677651,-6.985299663,13.21598648,10.69436592,0.05,0.55,0.4,0,0.374609781,25.68186199,1
-70.56079966,-8.66906195,16.3632286,10.98893342,0.041666,0.298611,0.555555,0.104166,0.244310678,81.22348435,1
-80.18083933,-10.04008246,12.93649497,7.43602216,0.47651,0.24161,0.261744,0.020134,0.116695735,51.93415445,1
-89.37010959,-10.06244201,3.249342247,4.145181704,0.461538,0.461538,0.076923,0,0,21.54817432,0
-83.11970753,-9.810319615,2.782576886,8.812688822,0.333333,0.37037,0.296296,0,0.328969453,22.19421842,0
-92.00798015,-9.714867741,8.730611532,7.317039766,0.365853,0.615853,0.018292,0,0.307991619,57.7311331,1
-81.90065094,-10.16935844,4.914683605,10.06256217,0.186046,0.6,0.213953,0,0.319238301,65.6263551,1
-87.15814923,-9.982153467,8.344201594,6.851013184,0.68,0.12,0.2,0,0.324101947,15.1524122,0
-77.2358755,-11.16820676,17.0037751,9.579383539,0,0.580645,0.387096,0.032258,0.333333333,25.91997631,1
-80.1711636,-8.228074299,25.37465094,10.87127575,0.011299,0.101694,0.802259,0.084745,0.316328089,158.2594865,1
-73.06452298,-9.584921155,17.54380561,11.62662234,0.045197,0.163841,0.672316,0.118644,0.322574158,138.1243822,1
-91.08775964,-6.865085904,5.969842047,10.73424652,0,0,1,0,0,28.73083208,1
-71.60117365,-6.50812609,22.79529327,12.8731215,0,0,1,0,0.296050203,26.6613391,1
-89.27317334,-8.227399978,13.21699167,9.329054088,0.048192,0.259036,0.668674,0.024096,0.313823775,102.6275692,1
-77.83367609,-9.409001522,16.08267052,10.73089016,0.005376,0.134408,0.790322,0.069892,0.328210701,157.2688264,1
-79.71492258,-9.697385998,7.647571143,10.65624501,0.363636,0.590909,0.045454,0,0.333333333,22.98471845,0
-83.72602364,-7.686947356,9.184580897,9.16409816,0.041666,0.291666,0.5,0.166666,0.333333333,22.19421842,0
-81.91525657,-9.960842234,5.639487488,6.336794805,0.189473,0.252631,0.515789,0.042105,0.058141309,64.09829051,1
-83.16684389,-8.502611882,9.534617968,8.537799083,0.115107,0.302158,0.582733,0,0.340002092,71.70835149,1
-87.04037467,-9.22924245,9.633139198,8.450884707,0.294117,0.67647,0.029411,0,0.333333333,21.90448776,0
-77.38912935,-6.3685412,18.12440844,11.04882478,0.0625,0.4375,0.5,0,0.268037871,22.35191844,0
-80.07429752,-8.427836263,22.27661839,11.00373952,0.013157,0.236842,0.690789,0.05921,0.302601926,125.4581175,1
-100.7300954,-10.84625345,0.716525752,5.353517669,0.476744,0.418604,0.104651,0,0,36.91878155,1
-96.34761858,-10.46690972,1.883320562,4.751771268,0.40909,0.590909,0,0,0,10.16484808,0
-92.74839526,-9.653732361,4.477558968,6.439670021,0.666666,0.296296,0.037037,0,0.504028197,17.76159366,0
-93.20347388,-11.31191681,6.171429279,7.230908876,0.367346,0.561224,0.071428,0,0.187732721,37.82933063,1
-98.75290555,-10.83388177,2.262934095,4.887749522,0.619047,0.365079,0.015873,0,0,17.19871497,0
-97.06555556,-10.03040467,1.28546443,3.816782857,0.73913,0.043478,0.217391,0,0,12.52775226,0
-81.76592763,-6.625299145,17.17122864,8.951650531,0.210526,0.631578,0.157894,0,0.333333333,23.74365567,0
-93.83586044,-8.673281142,13.33324168,8.890585697,0.155172,0.505747,0.33908,0,0.340632228,85.68419195,1
-88.64672152,-10.28591246,3.09790922,6.782345162,0.420634,0.436507,0.142857,0,0.328982805,58.8614566,1
-93.09616593,-6.64256999,15.61583376,7.248788979,0,0.444444,0.555555,0,0.333333333,26.9756203,1
-86.8759537,-8.684100633,8.386527883,6.230848053,0.571428,0.190476,0.238095,0,0.282544379,18.61561498,0
-96.69364664,-10.98376246,4.029708786,6.605807789,0.359375,0.5625,0.078125,0,0.055555556,49.82762224,1
-83.91842951,-7.357646425,18.24088702,9.842932752,0,0.8,0.2,0,0.333333333,25.70814873,1
-86.02081421,-7.285743984,18.14843137,11.74508984,0.1,0.25,0.621428,0.028571,0.312817357,34.33085413,1
-84.53874027,-9.074031341,13.04071719,10.92810658,0.015151,0.196969,0.780303,0.007575,0,120.7180041,1
-74.35745515,-6.342680923,22.0065936,13.40560742,0.03125,0,0.96875,0,0.333333333,10.06729238,0
-87.31382974,-7.737057944,12.1550243,6.316667106,0.142857,0.428571,0.428571,0,0.333333333,25.47389284,1
-81.32085529,-8.055463486,19.57391862,13.27087389,0,0.085365,0.914634,0,0.333333333,141.1029593,1
-85.67399924,-7.308148752,15.12799573,8.097318614,0.5,0.4,0.1,0,0.333333333,21.71540207,0
-80.61510795,-9.377942663,9.977409695,6.067427359,0.341772,0.164556,0.481012,0.012658,0,43.42002513,1
-79.06803852,-8.564779105,25.68959138,11.39882013,0.012422,0.279503,0.683229,0.024844,0.304041446,126.5581331,1
-81.09564977,-8.202403536,9.798015813,5.315578178,0.526315,0.421052,0.052631,0,0.333333333,23.7884485,0
-82.94790342,-7.177536516,23.99452527,12.43174552,0,0.363636,0.636363,0,0.260822511,25.55142624,1
-87.39557486,-10.57089648,-0.093768139,5.070287066,0.376623,0.51948,0.103896,0,0,33.60986964,1
-81.65323467,-8.595115193,23.28751703,10.7338847,0.011428,0.405714,0.52,0.062857,0.310286305,117.193772,1
-76.51791779,-5.697385876,19.62634056,8.786411738,0.055555,0.611111,0.333333,0,0.333333333,26.49281754,1
-72.64928019,-9.560594171,10.18715293,11.25451278,0.238095,0.428571,0.238095,0.095238,0.333333333,19.88010114,0
-72.96519428,-8.066541239,22.21261412,9.779047744,0.032432,0.118918,0.789189,0.059459,0.323074567,162.3343013,1
-94.64888079,-10.63256972,3.06153205,5.683594698,0.746153,0.238461,0.015384,0,0.369199919,32.05826219,1
-70.05143577,-5.918691205,19.57355353,8.185459016,0,0,0.8,0.2,0.333333333,27.44634066,1
-77.42186312,-5.808933022,23.733063,12.66232617,0,0.666666,0.333333,0,0.333333333,25.86657166,1
-99.54719229,-10.21406379,4.951678084,6.998753437,0.342857,0.307142,0.342857,0.007142,0.177549613,66.37060353,1
-89.73187568,-9.895704753,8.460910972,7.500081824,0.329341,0.359281,0.311377,0,0.288169347,76.47088828,1
-98.77315469,-7.108302066,6.998079121,5.857143076,0.181818,0.181818,0.636363,0,0,26.63305029,1
-90.49672114,-7.283722085,9.90966342,7.942800711,0.48,0.28,0.24,0,0.044144144,22.6741386,0
-80.0483694,-9.334202984,9.361781085,10.22826558,0.03012,0.156626,0.584337,0.228915,0.305468011,157.989297,1
-71.48992859,-7.660119578,20.9871432,11.80698325,0,0.244047,0.75,0.005952,0.395374677,143.5215241,1
-74.85080954,-5.294820286,20.19973147,9.985010707,0,0.222222,0.722222,0.055555,0.452177016,26.94693305,1
-70.89649303,-5.612717769,21.15446229,12.05376049,0,0,1,0,0.333333333,26.60483913,1
-97.92319706,-9.313075017,10.15397824,6.956886666,0.55102,0.346938,0.10204,0,0.307042327,62.70784731,1
-94.83981259,-9.792172937,12.38553627,8.918859744,0.362637,0.516483,0.120879,0,0.224283806,77.5412184,1
-85.48934923,-6.471745137,13.15988365,8.806459529,0.652173,0.304347,0,0.043478,0,16.77884032,0
-84.14529334,-6.582445083,18.64273392,12.07459073,0,0.052631,0.789473,0.157894,0.333333333,25.83996012,1
-90.8545389,-8.47812936,10.40460976,5.470634924,0.5,0.354838,0.145161,0,0.030816641,31.34768663,1
-98.46702023,-12.17775624,5.628429674,5.827224283,0.631578,0.322368,0.046052,0,0.193161012,54.52685407,1
-75.42589565,-5.142409028,25.93288164,13.42857193,0,0,1,0,0.333333333,26.13532369,1
-101.6128905,-10.3325991,2.793613176,4.5646646,0.125,0.875,0,0,0,23.52164545,0
-90.43651677,-9.77930059,6.028799121,6.078809713,0.304878,0.591463,0.103658,0,0.314236384,65.72173115,1
-67.10218971,-7.268139721,28.99927945,12.80357418,0,0.015306,0.510204,0.474489,0.333333333,174.2853321,1
-82.44096255,-7.334315827,23.14401924,11.39999949,0.066666,0.066666,0.866666,0,0.333333333,24.34064878,0
-86.29283531,-6.594820239,15.80498191,10.69982253,0,0.678571,0.321428,0,0.333333333,26.05421186,1
-81.36857177,-9.762557499,18.08242953,10.15010683,0.171717,0.363636,0.449494,0.015151,0.235968295,124.0598426,1
-93.21346166,-10.69931963,2.97988055,5.989145366,0.48421,0.410526,0.105263,0,0.196354812,27.71653462,1
-93,-6.813041375,8.744725105,6.766102116,0.428571,0.333333,0.238095,0,0.405487805,21.25696731,0
-86.92651585,-7.873888013,14.44683743,8.529385676,0.470588,0.352941,0.117647,0.058823,0.333333333,22.11619383,0
-95.59515336,-13.17037913,1.864549698,4.998324411,0.681481,0.318518,0,0,0.273940923,45.15677808,1
-75.71280623,-8.015903613,22.73420573,9.555230921,0.067415,0.123595,0.640449,0.168539,0.425303006,79.00401468,1
-94.14145158,-9.201816403,4.858550491,5.554193233,0.571428,0.392857,0.035714,0,0.333333333,22.05808308,0
-91.50886969,-8.632060416,8.587876842,3.877622164,0.466666,0.466666,0.066666,0,0.333333333,17.01712085,0
-96.29452371,-11.15065004,4.542238259,6.068073141,0.541284,0.357798,0.100917,0,0.063862687,37.25628731,1
-70.33029698,-9.253453424,7.448457345,7.850002593,0.37931,0.112068,0.456896,0.051724,0.203540703,31.57041187,1
-94.84207724,-10.43046668,5.194745947,7.45888233,0.451612,0.548387,0,0,0.004430811,25.73450588,1
-85.92996371,-9.540275719,8.231643808,8.093543637,0.25,0.367647,0.264705,0.117647,0.30097827,5.876306438,0
-86.1605627,-10.38160512,15.46085774,10.16971461,0.063492,0.195767,0.650793,0.089947,0.27452423,162.3840879,1
-90.58071491,-7.485713864,12.99759693,9.811332972,0.086666,0.54,0.34,0.033333,0.328006793,54.65497484,1
-91.11260773,-6.913032871,13.28107498,9.913726587,0.294117,0.411764,0.294117,0,0.460350154,25.91997631,1
-71.73886276,-6.401738691,29.75938305,12.33273575,0,0.070175,0.596491,0.333333,0.333333333,8.995071494,0
-93.31996861,-9.08113053,11.48109878,9.76520223,0.030973,0.535398,0.393805,0.039823,0.179998944,93.9107189,1
