Longitude,Latitude,Rxlev,RxQual,HoF,Call_Drops
90.26444,23.90886,-67,2,0,0
90.26444,23.90886,-71,4,0,0
90.26444,23.90886,-68,3,0,0
90.26444,23.90886,-72,4,0,0
90.26444,23.90886,-62,2,0,0
90.26444,23.90886,-60,1,0,0
90.26444,23.90886,-68,1,0,0
90.26444,23.90886,-75,1,0,0
90.26444,23.90886,-79,6,0,0
90.26444,23.90886,-63,1,0,0
90.26444,23.90886,-65,3,0,0
90.26444,23.90886,-70,3,0,0
90.26444,23.90886,-69,3,0,0
90.26444,23.90886,-77,2,0,0
90.26444,23.90886,-79,4,0,0
90.26444,23.90886,-76,6,0,0
90.26444,23.90886,-59,7,0,0
90.26444,23.90886,-81,6,0,0
90.26444,23.90886,-63,3,0,0
90.26444,23.90886,-72,5,0,0
90.26444,23.90886,-60,3,0,0
90.26444,23.90886,-57,1,0,0
90.26444,23.90886,-59,1,0,0
90.26444,23.90886,-66,2,0,0
90.26444,23.90886,-65,1,0,0
90.26444,23.90886,-73,5,0,0
90.26444,23.90886,-73,6,0,0
90.26444,23.90886,-77,6,0,0
90.26444,23.90886,-67,5,0,0
90.26444,23.90886,-64,5,0,0
90.26444,23.90886,-63,5,0,0
90.26444,23.90886,-71,5,0,0
90.26444,23.90886,-69,5,0,0
90.26444,23.90886,-62,7,0,0
90.26444,23.90886,-64,7,0,0
90.26444,23.90886,-66,7,0,0
90.26444,23.90886,-50,1,0,0
90.26444,23.90886,-53,1,0,0
90.26444,23.90886,-60,2,0,0
90.26444,23.90886,-56,3,0,0
90.26444,23.90886,-53,5,0,0
90.26444,23.90886,-55,2,0,0
90.26444,23.90886,-62,4,0,0
90.26444,23.90886,-57,2,0,0
90.26444,23.90886,-58,3,0,0
90.26444,23.90886,-59,2,0,0
90.26444,23.90886,-58,2,0,0
90.26444,23.90886,-56,4,0,0
90.26444,23.90886,-61,4,0,0
90.26444,23.90886,-65,2,0,0
90.26444,23.90886,-57,3,0,0
90.26444,23.90886,-52,1,0,0
90.26444,23.90886,-54,3,0,0
90.26444,23.90886,-63,2,0,0
90.26444,23.90886,-55,1,0,0
90.26444,23.90886,-66,3,0,0
90.26444,23.90886,-81,4,0,0
90.26444,23.90886,-67,6,0,0
90.26444,23.90886,-62,3,0,0
90.26444,23.90886,-59,5,0,0
90.26444,23.90886,-53,0,0,0
90.26444,23.90886,-60,5,0,0
90.26444,23.90886,-59,3,0,0
90.26444,23.90886,-60,4,0,0
90.26444,23.90886,-61,5,0,0
90.26444,23.90886,-57,4,0,0
