StartTime,Longitude,Latitude,Data_Throughput,IP Access Time (ms),TransferTime,SessionTime,RSRP Avg,RSRQ Avg,SINR Avg,% QPSK ,% 16QAM,% 64QAM,% 256QAM,CQI,% MIMO
2018-09-22 08:36:07.157,51.453893,25.224137,35380942.99,326,6.794,7.12,-88.85859235,-9.211357973,8.332795961,0.267241,0.577586,0.155172,0,7.01649132,0.364291969
2018-09-22 08:37:30.963,51.465164,25.231617,17612601.7,324,1.429,1.753,-93.11401718,-10.16060506,5.421693737,0.914285,0.085714,0,0,9.239366361,0.333333333
2018-09-22 08:37:48.060,51.431547,25.388816,126107764.8,320,6.799,7.119,-93.16339069,-9.061109267,10.87612058,0.080459,0.327586,0.350574,0.241379,10.92262717,0.439374669
2018-09-22 08:38:23.504,51.46877,25.236981,26764850.33,332,6.487,6.819,-94.41670421,-8.865409926,7.20681976,0.254237,0.576271,0.152542,0.016949,5.590150319,0.198401686
2018-09-22 08:40:04.236,51.437624,25.378005,102178035.7,324,6.793,7.117,-86.06529805,-7.871221212,15.77270224,0.217687,0.156462,0.619047,0.006802,7.856877451,0.157716909
2018-09-22 08:42:32.656,51.474769,25.244865,31123737.03,3342,5.289,8.631,-81.58083118,-7.807397539,11.34659744,0.157894,0.421052,0.328947,0.092105,9.13458499,0.348335855
2018-09-22 08:44:06.240,51.422176,25.371966,120706819.5,316,6.797,7.113,-79.47411839,-8.323361666,25.56333195,0,0.085937,0.570312,0.34375,10.89981157,0.484160757
2018-09-22 08:44:51.221,51.483156,25.255353,38846426.46,319,6.63,7.115,-92.29927422,-9.692012364,6.419819719,0.42,0.24,0.34,0,5.69626463,0.201759678
2018-09-22 08:46:19.837,51.419008,25.381443,50905001.36,310,6.803,7.113,-80.68567203,-7.972978585,12.54363493,0.292035,0.415929,0.168141,0.123893,7.609351478,0.209372698
2018-09-22 08:48:55.934,51.497028,25.257375,127524108,367,6.753,7.12,-70.9907767,-7.083290696,22.05456517,0,0,0.98773,0.012269,11.94182224,0.354657189
2018-09-22 08:51:07.317,51.430008,25.375672,,,,,-93.61091225,-9.437195904,7.153086074,,,,,,
2018-09-22 08:51:09.586,51.505201,25.262348,,,,,-85.98964639,-6.542808583,16.52871933,,,,,,
2018-09-22 08:51:52.957,51.424002,25.372828,,,,,-77.90000153,-6,25.7540493,,,,,,
2018-09-22 08:52:24.741,51.509334,25.264801,,,,,-75.39771698,-5.397715486,18.27533976,,,,,,
2018-09-22 08:53:08.590,51.424272,25.367627,,,,,-93.93628353,-7.147410199,11.06408771,,,,,,
2018-09-22 08:55:03.530,51.511704,25.271719,,,,,-95,-9,6.84510448,,,,,,
2018-09-22 08:55:43.685,51.438511,25.355396,,,,,-75.72672824,-5,13.24264571,,,,,,
2018-09-22 08:56:21.705,51.515438,25.276089,,,,,-83.59999847,-7.300000191,25,,,,,,
2018-09-22 08:57:01.677,51.428776,25.353135,,,,,-98,-7.599999905,12.45617093,,,,,,
2018-09-22 08:57:10.278,51.515441,25.276088,,,,,-83.39876259,-6.513764844,23.83292144,,,,,,
2018-09-22 08:57:51.149,51.428804,25.353695,,,,,-104.0718241,-9.471270161,6.551748377,,,,,,
2018-09-22 08:59:13.940,51.428804,25.353695,24270349.3,337,1.037,1.374,-103.1424087,-8.667811987,6.659705598,0.117647,0.764705,0.117647,0,7.58037818,0
2018-09-22 09:04:08.498,51.426696,25.36628,116262742.8,311,6.639,6.982,-76.79052211,-6.656701976,21.55933484,0,0.081818,0.60909,0.30909,10.42826427,0.474694984
2018-09-22 09:12:13.538,51.42672,25.366281,150084400.3,327,6.789,7.116,-78.2271787,-7.056283612,23.31391856,0,0,0.680327,0.319672,11.49253248,0.470164456
2018-09-22 09:12:15.404,51.509125,25.271591,76331809.67,351,6.764,7.115,-64.90545796,-9.665067351,8.061063846,0.159722,0.4375,0.326388,0.076388,10.8392924,0.34422723
2018-09-22 09:14:25.926,51.43109,25.365259,51569798.97,316,6.784,7.1,-103.1894828,-10.48231768,3.076798821,0.371681,0.557522,0.070796,0,7.031049668,0.436349487
