MQ,MD,MU,BQ,BC,Call_Drops
-19.98,-111.48,-107.58,1,1,0
-19.98,-111.48,-107.58,1,1,0
-19.98,-111.48,-107.58,1,1,0
-19.981,-111.481,-107.581,1,1,0
-19.982,-111.482,-107.582,1,1,0
-19.982,-111.482,-107.582,1,1,0
-19.983,-111.483,-107.583,1,1,0
-19.984,-111.484,-107.584,1,1,0
-19.984,-111.484,-107.584,1,1,0
-19.985,-111.485,-107.585,1,1,0
-19.986,-111.486,-107.586,1,1,0
-19.986,-111.486,-107.586,1,1,0
-19.987,-111.487,-107.587,1,1,0
-19.988,-111.488,-107.588,1,1,0
-19.988,-111.488,-107.588,1,1,0
-19.989,-111.489,-107.589,1,1,0
-19.99,-111.49,-107.59,1,1,0
-19.99,-111.49,-107.59,1,1,0
-19.99,-111.49,-107.59,1,1,0
-19.991,-111.491,-107.591,1,1,0
-19.992,-111.492,-107.592,1,1,0
-19.992,-111.492,-107.592,1,1,0
-19.993,-111.493,-107.593,1,1,0
-19.994,-111.494,-107.594,1,1,0
-19.994,-111.494,-107.594,1,1,0
-19.995,-111.495,-107.595,1,1,0
-19.996,-111.496,-107.596,1,1,0
-19.996,-111.496,-107.596,1,1,0
-19.997,-111.497,-107.597,1,1,0
-19.998,-111.498,-107.598,1,1,0
-19.998,-111.498,-107.598,1,1,0
-19.999,-111.499,-107.599,1,1,0
-20,-112,-108,1,1,1
-20,-77,-99.6,1,0,1
-20,-94,-100.6,1,0,1
-20,-98,-103.2,1,1,1
-20,-111.5,-107.6,1,1,0
-20,-111.5,-107.6,1,1,0
-20,-111.5,-107.6,1,1,0
-20,-111.5,-107.6,1,1,0
-20.001,-111.501,-107.601,1,1,0
-20.002,-111.502,-107.602,1,1,0
-20.002,-111.502,-107.602,1,1,0
-20.003,-111.503,-107.603,1,1,0
-20.004,-111.504,-107.604,1,1,0
-20.004,-111.504,-107.604,1,1,0
-20.005,-111.505,-107.605,1,1,0
-20.006,-111.506,-107.606,1,1,0
-20.006,-111.506,-107.606,1,1,0
-20.007,-111.507,-107.607,1,1,0
-20.008,-111.508,-107.608,1,1,0
-20.008,-111.508,-107.608,1,1,0
-20.009,-111.509,-107.609,1,1,0
-20.01,-111.51,-107.61,1,1,0
-20.01,-111.51,-107.61,1,1,0
-20.01,-111.51,-107.61,1,1,0
-20.011,-111.511,-107.611,1,1,0
-20.012,-111.512,-107.612,1,1,0
-20.012,-111.512,-107.612,1,1,0
-20.013,-111.513,-107.613,1,1,0
-20.014,-111.514,-107.614,1,1,0
-20.014,-111.514,-107.614,1,1,0
-20.015,-111.515,-107.615,1,1,0
-20.016,-111.516,-107.616,1,1,0
-20.016,-111.516,-107.616,1,1,0
-20.017,-111.517,-107.617,1,1,0
-20.018,-111.518,-107.618,1,1,0
-20.018,-111.518,-107.618,1,1,0
-20.019,-111.519,-107.619,1,1,0
-20.02,-111.52,-107.62,1,1,0
-20.02,-111.52,-107.62,1,1,0
-20.02,-111.52,-107.62,1,1,0
-20.02,-111.52,-107.62,1,1,0
-20.021,-111.521,-107.621,1,1,0
-20.022,-111.522,-107.622,1,1,0
-20.022,-111.522,-107.622,1,1,0
-20.023,-111.523,-107.623,1,1,0
-20.024,-111.524,-107.624,1,1,0
-20.024,-111.524,-107.624,1,1,0
-20.025,-111.525,-107.625,1,1,0
-20.026,-111.526,-107.626,1,1,0
-20.026,-111.526,-107.626,1,1,0
-20.027,-111.527,-107.627,1,1,0
-20.028,-111.528,-107.628,1,1,0
-20.028,-111.528,-107.628,1,1,0
-20.029,-111.529,-107.629,1,1,0
-20.03,-111.53,-107.63,1,1,0
-20.03,-111.53,-107.63,1,1,0
-20.03,-111.53,-107.63,1,1,0
-20.031,-111.531,-107.631,1,1,0
-20.032,-111.532,-107.632,1,1,0
-20.032,-111.532,-107.632,1,1,0
-20.033,-111.533,-107.633,1,1,0
-20.034,-111.534,-107.634,1,1,0
-20.034,-111.534,-107.634,1,1,0
-20.035,-111.535,-107.635,1,1,0
-20.036,-111.536,-107.636,1,1,0
-20.036,-111.536,-107.636,1,1,0
-20.037,-111.537,-107.637,1,1,0
-20.038,-111.538,-107.638,1,1,0
-20.038,-111.538,-107.638,1,1,0
-20.039,-111.539,-107.639,1,1,0
-20.04,-111.54,-107.64,1,1,0
-20.04,-111.54,-107.64,1,1,0
-20.04,-111.54,-107.64,1,1,0
-20.04,-111.54,-107.64,1,1,0
-20.041,-111.541,-107.641,1,1,0
-20.042,-111.542,-107.642,1,1,0
-20.042,-111.542,-107.642,1,1,0
-20.043,-111.543,-107.643,1,1,0
-20.044,-111.544,-107.644,1,1,0
-20.044,-111.544,-107.644,1,1,0
-20.045,-111.545,-107.645,1,1,0
-20.046,-111.546,-107.646,1,1,0
-20.046,-111.546,-107.646,1,1,0
-20.047,-111.547,-107.647,1,1,0
-20.048,-111.548,-107.648,1,1,0
-20.048,-111.548,-107.648,1,1,0
-20.049,-111.549,-107.649,1,1,0
-20.05,-111.55,-107.65,1,1,0
-20.05,-111.55,-107.65,1,1,0
-20.05,-111.55,-107.65,1,1,0
-20.051,-111.551,-107.651,1,1,0
-20.052,-111.552,-107.652,1,1,0
-20.052,-111.552,-107.652,1,1,0
-20.053,-111.553,-107.653,1,1,0
-20.054,-111.554,-107.654,1,1,0
-20.054,-111.554,-107.654,1,1,0
-20.055,-111.555,-107.655,1,1,0
-20.056,-111.556,-107.656,1,1,0
-20.056,-111.556,-107.656,1,1,0
-20.057,-111.557,-107.657,1,1,0
-20.058,-111.558,-107.658,1,1,0
-20.058,-111.558,-107.658,1,1,0
-20.059,-111.559,-107.659,1,1,0
-20.06,-111.56,-107.66,1,1,0
-20.06,-111.56,-107.66,1,1,0
-20.06,-111.56,-107.66,1,1,0
-20.06,-111.56,-107.66,1,1,0
-20.061,-111.561,-107.661,1,1,0
-20.062,-111.562,-107.662,1,1,0
-20.062,-111.562,-107.662,1,1,0
-20.063,-111.563,-107.663,1,1,0
-20.064,-111.564,-107.664,1,1,0
-20.064,-111.564,-107.664,1,1,0
-20.065,-111.565,-107.665,1,1,0
-20.066,-111.566,-107.666,1,1,0
-20.066,-111.566,-107.666,1,1,0
-20.067,-111.567,-107.667,1,1,0
-20.068,-111.568,-107.668,1,1,0
-20.068,-111.568,-107.668,1,1,0
-20.069,-111.569,-107.669,1,1,0
-20.07,-111.57,-107.67,1,1,0
-20.07,-111.57,-107.67,1,1,0
-20.07,-111.57,-107.67,1,1,0
-20.071,-111.571,-107.671,1,1,0
-20.072,-111.572,-107.672,1,1,0
-20.072,-111.572,-107.672,1,1,0
-20.073,-111.573,-107.673,1,1,0
-20.074,-111.574,-107.674,1,1,0
-20.074,-111.574,-107.674,1,1,0
-20.075,-111.575,-107.675,1,1,0
-20.076,-111.576,-107.676,1,1,0
-20.076,-111.576,-107.676,1,1,0
-20.077,-111.577,-107.677,1,1,0
-20.078,-111.578,-107.678,1,1,0
-20.078,-111.578,-107.678,1,1,0
-20.079,-111.579,-107.679,1,1,0
-20.08,-111.58,-107.68,1,1,0
-20.08,-111.58,-107.68,1,1,0
-20.08,-111.58,-107.68,1,1,0
-20.08,-111.58,-107.68,1,1,0
-20.081,-111.581,-107.681,1,1,0
-20.082,-111.582,-107.682,1,1,0
-20.082,-111.582,-107.682,1,1,0
-20.083,-111.583,-107.683,1,1,0
-20.084,-111.584,-107.684,1,1,0
-20.084,-111.584,-107.684,1,1,0
-20.085,-111.585,-107.685,1,1,0
-20.086,-111.586,-107.686,1,1,0
-20.086,-111.586,-107.686,1,1,0
-20.087,-111.587,-107.687,1,1,0
-20.088,-111.588,-107.688,1,1,0
-20.088,-111.588,-107.688,1,1,0
-20.089,-111.589,-107.689,1,1,0
-20.09,-111.59,-107.69,1,1,0
-20.09,-111.59,-107.69,1,1,0
-20.09,-111.59,-107.69,1,1,0
-20.091,-111.591,-107.691,1,1,0
-20.092,-111.592,-107.692,1,1,0
-20.092,-111.592,-107.692,1,1,0
-20.093,-111.593,-107.693,1,1,0
-20.094,-111.594,-107.694,1,1,0
-20.094,-111.594,-107.694,1,1,0
-20.095,-111.595,-107.695,1,1,0
-20.096,-111.596,-107.696,1,1,0
-20.096,-111.596,-107.696,1,1,0
-20.097,-111.597,-107.697,1,1,0
-20.098,-111.598,-107.698,1,1,0
-20.098,-111.598,-107.698,1,1,0
-20.099,-111.599,-107.699,1,1,0
-20.1,-111.6,-107.7,1,1,0
-20.1,-111.6,-107.7,1,1,0
-20.1,-111.6,-107.7,1,1,0
-20.1,-111.6,-107.7,1,1,0
-20.1,-111.6,-107.7,1,1,0
-20.101,-111.601,-107.701,1,1,0
-20.102,-111.602,-107.702,1,1,0
-20.102,-111.602,-107.702,1,1,0
-20.103,-111.603,-107.703,1,1,0
-20.104,-111.604,-107.704,1,1,0
-20.104,-111.604,-107.704,1,1,0
-20.105,-111.605,-107.705,1,1,0
-20.106,-111.606,-107.706,1,1,0
-20.106,-111.606,-107.706,1,1,0
-20.107,-111.607,-107.707,1,1,0
-20.108,-111.608,-107.708,1,1,0
-20.108,-111.608,-107.708,1,1,0
-20.109,-111.609,-107.709,1,1,0
-20.11,-111.61,-107.71,1,1,0
-20.11,-111.61,-107.71,1,1,0
-20.11,-111.61,-107.71,1,1,0
-20.111,-111.611,-107.711,1,1,0
-20.112,-111.612,-107.712,1,1,0
-20.112,-111.612,-107.712,1,1,0
-20.113,-111.613,-107.713,1,1,0
-20.114,-111.614,-107.714,1,1,0
-20.114,-111.614,-107.714,1,1,0
-20.115,-111.615,-107.715,1,1,0
-20.116,-111.616,-107.716,1,1,0
-20.116,-111.616,-107.716,1,1,0
-20.117,-111.617,-107.717,1,1,0
-20.118,-111.618,-107.718,1,1,0
-20.118,-111.618,-107.718,1,1,0
-20.119,-111.619,-107.719,1,1,0
-20.12,-111.62,-107.72,1,1,0
-20.12,-111.62,-107.72,1,1,0
-20.12,-111.62,-107.72,1,1,0
-20.12,-111.62,-107.72,1,1,0
-20.121,-111.621,-107.721,1,1,0
-20.122,-111.622,-107.722,1,1,0
-20.122,-111.622,-107.722,1,1,0
-20.123,-111.623,-107.723,1,1,0
-20.124,-111.624,-107.724,1,1,0
-20.124,-111.624,-107.724,1,1,0
-20.125,-111.625,-107.725,1,1,0
-20.126,-111.626,-107.726,1,1,0
-20.126,-111.626,-107.726,1,1,0
-20.127,-111.627,-107.727,1,1,0
-20.128,-111.628,-107.728,1,1,0
-20.128,-111.628,-107.728,1,1,0
-20.129,-111.629,-107.729,1,1,0
-20.13,-111.63,-107.73,1,1,0
-20.13,-111.63,-107.73,1,1,0
-20.13,-111.63,-107.73,1,1,0
-20.131,-111.631,-107.731,1,1,0
-20.132,-111.632,-107.732,1,1,0
-20.132,-111.632,-107.732,1,1,0
-20.133,-111.633,-107.733,1,1,0
-20.134,-111.634,-107.734,1,1,0
-20.134,-111.634,-107.734,1,1,0
-20.135,-111.635,-107.735,1,1,0
-20.136,-111.636,-107.736,1,1,0
-20.136,-111.636,-107.736,1,1,0
-20.137,-111.637,-107.737,1,1,0
-20.138,-111.638,-107.738,1,1,0
-20.138,-111.638,-107.738,1,1,0
-20.139,-111.639,-107.739,1,1,0
-20.14,-111.64,-107.74,1,1,0
-20.14,-111.64,-107.74,1,1,0
-20.14,-111.64,-107.74,1,1,0
-20.14,-111.64,-107.74,1,1,0
-20.141,-111.641,-107.741,1,1,0
-20.142,-111.642,-107.742,1,1,0
-20.142,-111.642,-107.742,1,1,0
-20.143,-111.643,-107.743,1,1,0
-20.144,-111.644,-107.744,1,1,0
-20.144,-111.644,-107.744,1,1,0
-20.145,-111.645,-107.745,1,1,0
-20.146,-111.646,-107.746,1,1,0
-20.146,-111.646,-107.746,1,1,0
-20.147,-111.647,-107.747,1,1,0
-20.148,-111.648,-107.748,1,1,0
-20.148,-111.648,-107.748,1,1,0
-20.149,-111.649,-107.749,1,1,0
-20.15,-111.65,-107.75,1,1,0
-20.15,-111.65,-107.75,1,1,0
-20.15,-111.65,-107.75,1,1,0
-20.151,-111.651,-107.751,1,1,0
-20.152,-111.652,-107.752,1,1,0
-20.152,-111.652,-107.752,1,1,0
-20.153,-111.653,-107.753,1,1,0
-20.154,-111.654,-107.754,1,1,0
-20.154,-111.654,-107.754,1,1,0
-20.155,-111.655,-107.755,1,1,0
-20.156,-111.656,-107.756,1,1,0
-20.156,-111.656,-107.756,1,1,0
-20.157,-111.657,-107.757,1,1,0
-20.158,-111.658,-107.758,1,1,0
-20.158,-111.658,-107.758,1,1,0
-20.159,-111.659,-107.759,1,1,0
-20.16,-111.66,-107.76,1,1,0
-20.16,-111.66,-107.76,1,1,0
-20.16,-111.66,-107.76,1,1,0
-20.16,-111.66,-107.76,1,1,0
-20.161,-111.661,-107.761,1,1,0
-20.162,-111.662,-107.762,1,1,0
-20.162,-111.662,-107.762,1,1,0
-20.163,-111.663,-107.763,1,1,0
-20.164,-111.664,-107.764,1,1,0
-20.164,-111.664,-107.764,1,1,0
-20.165,-111.665,-107.765,1,1,0
-20.166,-111.666,-107.766,1,1,0
-20.166,-111.666,-107.766,1,1,0
-20.167,-111.667,-107.767,1,1,0
-20.168,-111.668,-107.768,1,1,0
-20.168,-111.668,-107.768,1,1,0
-20.169,-111.669,-107.769,1,1,0
-20.17,-111.67,-107.77,1,1,0
-20.17,-111.67,-107.77,1,1,0
-20.17,-111.67,-107.77,1,1,0
-20.171,-111.671,-107.771,1,1,0
-20.172,-111.672,-107.772,1,1,0
-20.172,-111.672,-107.772,1,1,0
-20.173,-111.673,-107.773,1,1,0
-20.174,-111.674,-107.774,1,1,0
-20.174,-111.674,-107.774,1,1,0
-20.175,-111.675,-107.775,1,1,0
-20.176,-111.676,-107.776,1,1,0
-20.176,-111.676,-107.776,1,1,0
-20.177,-111.677,-107.777,1,1,0
-20.178,-111.678,-107.778,1,1,0
-20.178,-111.678,-107.778,1,1,0
-20.179,-111.679,-107.779,1,1,0
-20.18,-111.68,-107.78,1,1,0
-20.18,-111.68,-107.78,1,1,0
-20.18,-111.68,-107.78,1,1,0
-20.18,-111.68,-107.78,1,1,0
-20.181,-111.681,-107.781,1,1,0
-20.182,-111.682,-107.782,1,1,0
-20.182,-111.682,-107.782,1,1,0
-20.183,-111.683,-107.783,1,1,0
-20.184,-111.684,-107.784,1,1,0
-20.184,-111.684,-107.784,1,1,0
-20.185,-111.685,-107.785,1,1,0
-20.186,-111.686,-107.786,1,1,0
-20.186,-111.686,-107.786,1,1,0
-20.187,-111.687,-107.787,1,1,0
-20.188,-111.688,-107.788,1,1,0
-20.188,-111.688,-107.788,1,1,0
-20.189,-111.689,-107.789,1,1,0
-20.19,-111.69,-107.79,1,1,0
-20.19,-111.69,-107.79,1,1,0
-20.19,-111.69,-107.79,1,1,0
-20.191,-111.691,-107.791,1,1,0
-20.192,-111.692,-107.792,1,1,0
-20.192,-111.692,-107.792,1,1,0
-20.193,-111.693,-107.793,1,1,0
-20.194,-111.694,-107.794,1,1,0
-20.194,-111.694,-107.794,1,1,0
-20.195,-111.695,-107.795,1,1,0
-20.196,-111.696,-107.796,1,1,0
-20.196,-111.696,-107.796,1,1,0
-20.197,-111.697,-107.797,1,1,0
-20.198,-111.698,-107.798,1,1,0
-20.198,-111.698,-107.798,1,1,0
-20.199,-111.699,-107.799,1,1,0
-20.2,-111.7,-107.8,1,1,0
-20.2,-111.7,-107.8,1,1,0
-20.2,-111.7,-107.8,1,1,0
-20.2,-111.7,-107.8,1,1,0
-20.201,-111.701,-107.801,1,1,0
-20.202,-111.702,-107.802,1,1,0
-20.202,-111.702,-107.802,1,1,0
-20.203,-111.703,-107.803,1,1,0
-20.204,-111.704,-107.804,1,1,0
-20.204,-111.704,-107.804,1,1,0
-20.205,-111.705,-107.805,1,1,0
-20.206,-111.706,-107.806,1,1,0
-20.206,-111.706,-107.806,1,1,0
-20.207,-111.707,-107.807,1,1,0
-20.208,-111.708,-107.808,1,1,0
-20.208,-111.708,-107.808,1,1,0
-20.209,-111.709,-107.809,1,1,0
-20.21,-111.71,-107.81,1,1,0
-20.21,-111.71,-107.81,1,1,0
-20.21,-111.71,-107.81,1,1,0
-20.211,-111.711,-107.811,1,1,0
-20.212,-111.712,-107.812,1,1,0
-20.212,-111.712,-107.812,1,1,0
-20.213,-111.713,-107.813,1,1,0
-20.214,-111.714,-107.814,1,1,0
-20.214,-111.714,-107.814,1,1,0
-20.215,-111.715,-107.815,1,1,0
-20.216,-111.716,-107.816,1,1,0
-20.216,-111.716,-107.816,1,1,0
-20.217,-111.717,-107.817,1,1,0
-20.218,-111.718,-107.818,1,1,0
-20.218,-111.718,-107.818,1,1,0
-20.219,-111.719,-107.819,1,1,0
-20.22,-111.72,-107.82,1,1,0
-20.22,-111.72,-107.82,1,1,0
-20.22,-111.72,-107.82,1,1,0
-20.22,-111.72,-107.82,1,1,0
-20.221,-111.721,-107.821,1,1,0
-20.222,-111.722,-107.822,1,1,0
-20.222,-111.722,-107.822,1,1,0
-20.223,-111.723,-107.823,1,1,0
-20.224,-111.724,-107.824,1,1,0
-20.224,-111.724,-107.824,1,1,0
-20.225,-111.725,-107.825,1,1,0
-20.226,-111.726,-107.826,1,1,0
-20.226,-111.726,-107.826,1,1,0
-20.227,-111.727,-107.827,1,1,0
-20.228,-111.728,-107.828,1,1,0
-20.228,-111.728,-107.828,1,1,0
-20.229,-111.729,-107.829,1,1,0
-20.23,-111.73,-107.83,1,1,0
-20.23,-111.73,-107.83,1,1,0
-20.23,-111.73,-107.83,1,1,0
-20.231,-111.731,-107.831,1,1,0
-20.232,-111.732,-107.832,1,1,0
-20.232,-111.732,-107.832,1,1,0
-20.233,-111.733,-107.833,1,1,0
-20.234,-111.734,-107.834,1,1,0
-20.234,-111.734,-107.834,1,1,0
-20.235,-111.735,-107.835,1,1,0
-20.236,-111.736,-107.836,1,1,0
-20.236,-111.736,-107.836,1,1,0
-20.237,-111.737,-107.837,1,1,0
-20.238,-111.738,-107.838,1,1,0
-20.238,-111.738,-107.838,1,1,0
-20.239,-111.739,-107.839,1,1,0
-20.24,-111.74,-107.84,1,1,0
-20.24,-111.74,-107.84,1,1,0
-20.24,-111.74,-107.84,1,1,0
-20.24,-111.74,-107.84,1,1,0
-20.241,-111.741,-107.841,1,1,0
-20.242,-111.742,-107.842,1,1,0
-20.242,-111.742,-107.842,1,1,0
-20.243,-111.743,-107.843,1,1,0
-20.244,-111.744,-107.844,1,1,0
-20.244,-111.744,-107.844,1,1,0
-20.245,-111.745,-107.845,1,1,0
-20.246,-111.746,-107.846,1,1,0
-20.246,-111.746,-107.846,1,1,0
-20.247,-111.747,-107.847,1,1,0
-20.248,-111.748,-107.848,1,1,0
-20.248,-111.748,-107.848,1,1,0
-20.249,-111.749,-107.849,1,1,0
-20.25,-111.75,-107.85,1,1,0
-20.25,-111.75,-107.85,1,1,0
-20.25,-111.75,-107.85,1,1,0
-20.251,-111.751,-107.851,1,1,0
-20.252,-111.752,-107.852,1,1,0
-20.252,-111.752,-107.852,1,1,0
-20.253,-111.753,-107.853,1,1,0
-20.254,-111.754,-107.854,1,1,0
-20.254,-111.754,-107.854,1,1,0
-20.255,-111.755,-107.855,1,1,0
-20.256,-111.756,-107.856,1,1,0
-20.256,-111.756,-107.856,1,1,0
-20.257,-111.757,-107.857,1,1,0
-20.258,-111.758,-107.858,1,1,0
-20.258,-111.758,-107.858,1,1,0
-20.259,-111.759,-107.859,1,1,0
-20.26,-111.76,-107.86,1,1,0
-20.26,-111.76,-107.86,1,1,0
-20.26,-111.76,-107.86,1,1,0
-20.26,-111.76,-107.86,1,1,0
-20.261,-111.761,-107.861,1,1,0
-20.262,-111.762,-107.862,1,1,0
-20.262,-111.762,-107.862,1,1,0
-20.263,-111.763,-107.863,1,1,0
-20.264,-111.764,-107.864,1,1,0
-20.264,-111.764,-107.864,1,1,0
-20.265,-111.765,-107.865,1,1,0
-20.266,-111.766,-107.866,1,1,0
-20.266,-111.766,-107.866,1,1,0
-20.267,-111.767,-107.867,1,1,0
-20.268,-111.768,-107.868,1,1,0
-20.268,-111.768,-107.868,1,1,0
-20.269,-111.769,-107.869,1,1,0
-20.27,-111.77,-107.87,1,1,0
-20.27,-111.77,-107.87,1,1,0
-20.27,-111.77,-107.87,1,1,0
-20.271,-111.771,-107.871,1,1,0
-20.272,-111.772,-107.872,1,1,0
-20.272,-111.772,-107.872,1,1,0
-20.273,-111.773,-107.873,1,1,0
-20.274,-111.774,-107.874,1,1,0
-20.274,-111.774,-107.874,1,1,0
-20.275,-111.775,-107.875,1,1,0
-20.276,-111.776,-107.876,1,1,0
-20.276,-111.776,-107.876,1,1,0
-20.277,-111.777,-107.877,1,1,0
-20.278,-111.778,-107.878,1,1,0
-20.278,-111.778,-107.878,1,1,0
-20.279,-111.779,-107.879,1,1,0
-20.28,-111.78,-107.88,1,1,0
-20.28,-111.78,-107.88,1,1,0
-20.28,-111.78,-107.88,1,1,0
-20.28,-111.78,-107.88,1,1,0
-20.281,-111.781,-107.881,1,1,0
-20.282,-111.782,-107.882,1,1,0
-20.282,-111.782,-107.882,1,1,0
-20.283,-111.783,-107.883,1,1,0
-20.284,-111.784,-107.884,1,1,0
-20.284,-111.784,-107.884,1,1,0
-20.285,-111.785,-107.885,1,1,0
-20.286,-111.786,-107.886,1,1,0
-20.286,-111.786,-107.886,1,1,0
-20.287,-111.787,-107.887,1,1,0
-20.288,-111.788,-107.888,1,1,0
-20.288,-111.788,-107.888,1,1,0
-20.289,-111.789,-107.889,1,1,0
-20.29,-111.79,-107.89,1,1,0
-20.29,-111.79,-107.89,1,1,0
-20.29,-111.79,-107.89,1,1,0
-20.291,-111.791,-107.891,1,1,0
-20.292,-111.792,-107.892,1,1,0
-20.292,-111.792,-107.892,1,1,0
-20.293,-111.793,-107.893,1,1,0
-20.294,-111.794,-107.894,1,1,0
-20.294,-111.794,-107.894,1,1,0
-20.295,-111.795,-107.895,1,1,0
-20.296,-111.796,-107.896,1,1,0
-20.296,-111.796,-107.896,1,1,0
-20.297,-111.797,-107.897,1,1,0
-20.298,-111.798,-107.898,1,1,0
-20.298,-111.798,-107.898,1,1,0
-20.299,-111.799,-107.899,1,1,0
-20.3,-111.8,-107.9,1,1,0
-20.3,-111.8,-107.9,1,1,0
-20.3,-111.8,-107.9,1,1,0
-20.3,-111.8,-107.9,1,1,0
-20.3,-111.8,-107.9,1,1,0
-20.301,-111.801,-107.901,1,1,0
-20.302,-111.802,-107.902,1,1,0
-20.302,-111.802,-107.902,1,1,0
-20.303,-111.803,-107.903,1,1,0
-20.304,-111.804,-107.904,1,1,0
-20.304,-111.804,-107.904,1,1,0
-20.305,-111.805,-107.905,1,1,0
-20.306,-111.806,-107.906,1,1,0
-20.306,-111.806,-107.906,1,1,0
-20.307,-111.807,-107.907,1,1,0
-20.308,-111.808,-107.908,1,1,0
-20.308,-111.808,-107.908,1,1,0
-20.309,-111.809,-107.909,1,1,0
-20.31,-111.81,-107.91,1,1,0
-20.31,-111.81,-107.91,1,1,0
-20.31,-111.81,-107.91,1,1,0
-20.311,-111.811,-107.911,1,1,0
-20.312,-111.812,-107.912,1,1,0
-20.312,-111.812,-107.912,1,1,0
-20.313,-111.813,-107.913,1,1,0
-20.314,-111.814,-107.914,1,1,0
-20.314,-111.814,-107.914,1,1,0
-20.315,-111.815,-107.915,1,1,0
-20.316,-111.816,-107.916,1,1,0
-20.316,-111.816,-107.916,1,1,0
-20.317,-111.817,-107.917,1,1,0
-20.318,-111.818,-107.918,1,1,0
-20.318,-111.818,-107.918,1,1,0
-20.319,-111.819,-107.919,1,1,0
-20.32,-111.82,-107.92,1,1,0
-20.32,-111.82,-107.92,1,1,0
-20.32,-111.82,-107.92,1,1,0
-20.32,-111.82,-107.92,1,1,0
-20.321,-111.821,-107.921,1,1,0
-20.322,-111.822,-107.922,1,1,0
-20.322,-111.822,-107.922,1,1,0
-20.323,-111.823,-107.923,1,1,0
-20.324,-111.824,-107.924,1,1,0
-20.324,-111.824,-107.924,1,1,0
-20.325,-111.825,-107.925,1,1,0
-20.326,-111.826,-107.926,1,1,0
-20.326,-111.826,-107.926,1,1,0
-20.327,-111.827,-107.927,1,1,0
-20.328,-111.828,-107.928,1,1,0
-20.328,-111.828,-107.928,1,1,0
-20.329,-111.829,-107.929,1,1,0
-20.33,-111.83,-107.93,1,1,0
-20.33,-111.83,-107.93,1,1,0
-20.33,-111.83,-107.93,1,1,0
-20.331,-111.831,-107.931,1,1,0
-20.332,-111.832,-107.932,1,1,0
-20.332,-111.832,-107.932,1,1,0
-20.333,-111.833,-107.933,1,1,0
-20.334,-111.834,-107.934,1,1,0
-20.334,-111.834,-107.934,1,1,0
-20.335,-111.835,-107.935,1,1,0
-20.336,-111.836,-107.936,1,1,0
-20.336,-111.836,-107.936,1,1,0
-20.337,-111.837,-107.937,1,1,0
-20.338,-111.838,-107.938,1,1,0
-20.338,-111.838,-107.938,1,1,0
-20.339,-111.839,-107.939,1,1,0
-20.34,-111.84,-107.94,1,1,0
-20.34,-111.84,-107.94,1,1,0
-20.34,-111.84,-107.94,1,1,0
-20.34,-111.84,-107.94,1,1,0
-20.341,-111.841,-107.941,1,1,0
-20.342,-111.842,-107.942,1,1,0
-20.342,-111.842,-107.942,1,1,0
-20.343,-111.843,-107.943,1,1,0
-20.344,-111.844,-107.944,1,1,0
-20.344,-111.844,-107.944,1,1,0
-20.345,-111.845,-107.945,1,1,0
-20.346,-111.846,-107.946,1,1,0
-20.346,-111.846,-107.946,1,1,0
-20.347,-111.847,-107.947,1,1,0
-20.348,-111.848,-107.948,1,1,0
-20.348,-111.848,-107.948,1,1,0
-20.349,-111.849,-107.949,1,1,0
-20.35,-111.85,-107.95,1,1,0
-20.35,-111.85,-107.95,1,1,0
-20.35,-111.85,-107.95,1,1,0
-20.351,-111.851,-107.951,1,1,0
-20.352,-111.852,-107.952,1,1,0
-20.352,-111.852,-107.952,1,1,0
-20.353,-111.853,-107.953,1,1,0
-20.354,-111.854,-107.954,1,1,0
-20.354,-111.854,-107.954,1,1,0
-20.355,-111.855,-107.955,1,1,0
-20.356,-111.856,-107.956,1,1,0
-20.356,-111.856,-107.956,1,1,0
-20.357,-111.857,-107.957,1,1,0
-20.358,-111.858,-107.958,1,1,0
-20.358,-111.858,-107.958,1,1,0
-20.359,-111.859,-107.959,1,1,0
-20.36,-111.86,-107.96,1,1,0
-20.36,-111.86,-107.96,1,1,0
-20.36,-111.86,-107.96,1,1,0
-20.36,-111.86,-107.96,1,1,0
-20.361,-111.861,-107.961,1,1,0
-20.362,-111.862,-107.962,1,1,0
-20.362,-111.862,-107.962,1,1,0
-20.363,-111.863,-107.963,1,1,0
-20.364,-111.864,-107.964,1,1,0
-20.364,-111.864,-107.964,1,1,0
-20.365,-111.865,-107.965,1,1,0
-20.366,-111.866,-107.966,1,1,0
-20.366,-111.866,-107.966,1,1,0
-20.367,-111.867,-107.967,1,1,0
-20.368,-111.868,-107.968,1,1,0
-20.368,-111.868,-107.968,1,1,0
-20.369,-111.869,-107.969,1,1,0
-20.37,-111.87,-107.97,1,1,0
-20.37,-111.87,-107.97,1,1,0
-20.37,-111.87,-107.97,1,1,0
-20.371,-111.871,-107.971,1,1,0
-20.372,-111.872,-107.972,1,1,0
-20.372,-111.872,-107.972,1,1,0
-20.373,-111.873,-107.973,1,1,0
-20.374,-111.874,-107.974,1,1,0
-20.374,-111.874,-107.974,1,1,0
-20.375,-111.875,-107.975,1,1,0
-20.376,-111.876,-107.976,1,1,0
-20.376,-111.876,-107.976,1,1,0
-20.377,-111.877,-107.977,1,1,0
-20.378,-111.878,-107.978,1,1,0
-20.378,-111.878,-107.978,1,1,0
-20.379,-111.879,-107.979,1,1,0
-20.38,-111.88,-107.98,1,1,0
