MQ,MD,MU,BQ,BC,Call_Drops
-20.83,-112.33,-108.43,1,1,0
-20.831,-112.331,-108.431,1,1,0
-20.832,-112.332,-108.432,1,1,0
-20.832,-112.332,-108.432,1,1,0
-20.833,-112.333,-108.433,1,1,0
-20.834,-112.334,-108.434,1,1,0
-20.834,-112.334,-108.434,1,1,0
-20.835,-112.335,-108.435,1,1,0
-20.836,-112.336,-108.436,1,1,0
-20.836,-112.336,-108.436,1,1,0
-20.837,-112.337,-108.437,1,1,0
-20.838,-112.338,-108.438,1,1,0
-20.838,-112.338,-108.438,1,1,0
-20.839,-112.339,-108.439,1,1,0
-20.84,-112.34,-108.44,1,1,0
-20.84,-112.34,-108.44,1,1,0
-20.84,-112.34,-108.44,1,1,0
-20.84,-112.34,-108.44,1,1,0
-20.841,-112.341,-108.441,1,1,0
-20.842,-112.342,-108.442,1,1,0
-20.842,-112.342,-108.442,1,1,0
-20.843,-112.343,-108.443,1,1,0
-20.844,-112.344,-108.444,1,1,0
-20.844,-112.344,-108.444,1,1,0
-20.845,-112.345,-108.445,1,1,0
-20.846,-112.346,-108.446,1,1,0
-20.846,-112.346,-108.446,1,1,0
-20.847,-112.347,-108.447,1,1,0
-20.848,-112.348,-108.448,1,1,0
-20.848,-112.348,-108.448,1,1,0
-20.849,-112.349,-108.449,1,1,0
-20.85,-112.35,-108.45,1,1,0
-20.85,-112.35,-108.45,1,1,0
-20.85,-112.35,-108.45,1,1,0
-20.851,-112.351,-108.451,1,1,0
-20.852,-112.352,-108.452,1,1,0
-20.852,-112.352,-108.452,1,1,0
-20.853,-112.353,-108.453,1,1,0
-20.854,-112.354,-108.454,1,1,0
-20.854,-112.354,-108.454,1,1,0
-20.855,-112.355,-108.455,1,1,0
-20.856,-112.356,-108.456,1,1,0
-20.856,-112.356,-108.456,1,1,0
-20.857,-112.357,-108.457,1,1,0
-20.858,-112.358,-108.458,1,1,0
-20.858,-112.358,-108.458,1,1,0
-20.859,-112.359,-108.459,1,1,0
-20.86,-112.36,-108.46,1,1,0
-20.86,-112.36,-108.46,1,1,0
-20.86,-112.36,-108.46,1,1,0
-20.86,-112.36,-108.46,1,1,0
-20.861,-112.361,-108.461,1,1,0
-20.862,-112.362,-108.462,1,1,0
-20.862,-112.362,-108.462,1,1,0
-20.863,-112.363,-108.463,1,1,0
-20.864,-112.364,-108.464,1,1,0
-20.864,-112.364,-108.464,1,1,0
-20.865,-112.365,-108.465,1,1,0
-20.866,-112.366,-108.466,1,1,0
-20.866,-112.366,-108.466,1,1,0
-20.867,-112.367,-108.467,1,1,0
-20.868,-112.368,-108.468,1,1,0
-20.868,-112.368,-108.468,1,1,0
-20.869,-112.369,-108.469,1,1,0
-20.87,-112.37,-108.47,1,1,0
-20.87,-112.37,-108.47,1,1,0
-20.87,-112.37,-108.47,1,1,0
-20.871,-112.371,-108.471,1,1,0
-20.872,-112.372,-108.472,1,1,0
-20.872,-112.372,-108.472,1,1,0
-20.873,-112.373,-108.473,1,1,0
-20.874,-112.374,-108.474,1,1,0
-20.874,-112.374,-108.474,1,1,0
-20.875,-112.375,-108.475,1,1,0
-20.876,-112.376,-108.476,1,1,0
-20.876,-112.376,-108.476,1,1,0
-20.877,-112.377,-108.477,1,1,0
-20.878,-112.378,-108.478,1,1,0
-20.878,-112.378,-108.478,1,1,0
-20.879,-112.379,-108.479,1,1,0
-20.88,-112.38,-108.48,1,1,0
-20.88,-112.38,-108.48,1,1,0
-20.88,-112.38,-108.48,1,1,0
-20.88,-112.38,-108.48,1,1,0
-20.881,-112.381,-108.481,1,1,0
-20.882,-112.382,-108.482,1,1,0
-20.882,-112.382,-108.482,1,1,0
-20.883,-112.383,-108.483,1,1,0
-20.884,-112.384,-108.484,1,1,0
-20.884,-112.384,-108.484,1,1,0
-20.885,-112.385,-108.485,1,1,0
-20.886,-112.386,-108.486,1,1,0
-20.886,-112.386,-108.486,1,1,0
-20.887,-112.387,-108.487,1,1,0
-20.888,-112.388,-108.488,1,1,0
-20.888,-112.388,-108.488,1,1,0
-20.889,-112.389,-108.489,1,1,0
-20.89,-112.39,-108.49,1,1,0
-20.89,-112.39,-108.49,1,1,0
-20.89,-112.39,-108.49,1,1,0
-20.891,-112.391,-108.491,1,1,0
-20.892,-112.392,-108.492,1,1,0
-20.892,-112.392,-108.492,1,1,0
-20.893,-112.393,-108.493,1,1,0
-20.894,-112.394,-108.494,1,1,0
-20.894,-112.394,-108.494,1,1,0
-20.895,-112.395,-108.495,1,1,0
-20.896,-112.396,-108.496,1,1,0
-20.896,-112.396,-108.496,1,1,0
-20.897,-112.397,-108.497,1,1,0
-20.898,-112.398,-108.498,1,1,0
-20.898,-112.398,-108.498,1,1,0
-20.899,-112.399,-108.499,1,1,0
-20.9,-112.4,-108.5,1,1,0
-20.9,-112.4,-108.5,1,1,0
-20.9,-112.4,-108.5,1,1,0
-20.9,-112.4,-108.5,1,1,0
-20.9,-112.4,-108.5,1,1,0
-20.901,-112.401,-108.501,1,1,0
-20.902,-112.402,-108.502,1,1,0
-20.902,-112.402,-108.502,1,1,0
-20.903,-112.403,-108.503,1,1,0
-20.904,-112.404,-108.504,1,1,0
-20.904,-112.404,-108.504,1,1,0
-20.905,-112.405,-108.505,1,1,0
-20.906,-112.406,-108.506,1,1,0
-20.906,-112.406,-108.506,1,1,0
-20.907,-112.407,-108.507,1,1,0
-20.908,-112.408,-108.508,1,1,0
-20.908,-112.408,-108.508,1,1,0
-20.909,-112.409,-108.509,1,1,0
-20.91,-112.41,-108.51,1,1,0
-20.91,-112.41,-108.51,1,1,0
-20.91,-112.41,-108.51,1,1,0
-20.911,-112.411,-108.511,1,1,0
-20.912,-112.412,-108.512,1,1,0
-20.912,-112.412,-108.512,1,1,0
-20.913,-112.413,-108.513,1,1,0
-20.914,-112.414,-108.514,1,1,0
-20.914,-112.414,-108.514,1,1,0
-20.915,-112.415,-108.515,1,1,0
-20.916,-112.416,-108.516,1,1,0
-20.916,-112.416,-108.516,1,1,0
-20.917,-112.417,-108.517,1,1,0
-20.918,-112.418,-108.518,1,1,0
-20.918,-112.418,-108.518,1,1,0
-20.919,-112.419,-108.519,1,1,0
-20.92,-112.42,-108.52,1,1,0
-20.92,-112.42,-108.52,1,1,0
-20.92,-112.42,-108.52,1,1,0
-20.92,-112.42,-108.52,1,1,0
-20.921,-112.421,-108.521,1,1,0
-20.922,-112.422,-108.522,1,1,0
-20.922,-112.422,-108.522,1,1,0
-20.923,-112.423,-108.523,1,1,0
-20.924,-112.424,-108.524,1,1,0
-20.924,-112.424,-108.524,1,1,0
-20.925,-112.425,-108.525,1,1,0
-20.926,-112.426,-108.526,1,1,0
-20.926,-112.426,-108.526,1,1,0
-20.927,-112.427,-108.527,1,1,0
-20.928,-112.428,-108.528,1,1,0
-20.928,-112.428,-108.528,1,1,0
-20.929,-112.429,-108.529,1,1,0
-20.93,-112.43,-108.53,1,1,0
-20.93,-112.43,-108.53,1,1,0
-20.93,-112.43,-108.53,1,1,0
-20.931,-112.431,-108.531,1,1,0
-20.932,-112.432,-108.532,1,1,0
-20.932,-112.432,-108.532,1,1,0
-20.933,-112.433,-108.533,1,1,0
-20.934,-112.434,-108.534,1,1,0
-20.934,-112.434,-108.534,1,1,0
-20.935,-112.435,-108.535,1,1,0
-20.936,-112.436,-108.536,1,1,0
-20.936,-112.436,-108.536,1,1,0
-20.937,-112.437,-108.537,1,1,0
-20.938,-112.438,-108.538,1,1,0
-20.938,-112.438,-108.538,1,1,0
-20.939,-112.439,-108.539,1,1,0
-20.94,-112.44,-108.54,1,1,0
-20.94,-112.44,-108.54,1,1,0
-20.94,-112.44,-108.54,1,1,0
-20.94,-112.44,-108.54,1,1,0
-20.941,-112.441,-108.541,1,1,0
-20.942,-112.442,-108.542,1,1,0
-20.942,-112.442,-108.542,1,1,0
-20.943,-112.443,-108.543,1,1,0
-20.944,-112.444,-108.544,1,1,0
-20.944,-112.444,-108.544,1,1,0
-20.945,-112.445,-108.545,1,1,0
-20.946,-112.446,-108.546,1,1,0
-20.946,-112.446,-108.546,1,1,0
-20.947,-112.447,-108.547,1,1,0
-20.948,-112.448,-108.548,1,1,0
-20.948,-112.448,-108.548,1,1,0
-20.949,-112.449,-108.549,1,1,0
-20.95,-112.45,-108.55,1,1,0
-20.95,-112.45,-108.55,1,1,0
-20.95,-112.45,-108.55,1,1,0
-20.951,-112.451,-108.551,1,1,0
-20.952,-112.452,-108.552,1,1,0
-20.952,-112.452,-108.552,1,1,0
-20.953,-112.453,-108.553,1,1,0
-20.954,-112.454,-108.554,1,1,0
-20.954,-112.454,-108.554,1,1,0
-20.955,-112.455,-108.555,1,1,0
-20.956,-112.456,-108.556,1,1,0
-20.956,-112.456,-108.556,1,1,0
-20.957,-112.457,-108.557,1,1,0
-20.958,-112.458,-108.558,1,1,0
-20.958,-112.458,-108.558,1,1,0
-20.959,-112.459,-108.559,1,1,0
-20.96,-112.46,-108.56,1,1,0
-20.96,-112.46,-108.56,1,1,0
-20.96,-112.46,-108.56,1,1,0
-20.96,-112.46,-108.56,1,1,0
-20.961,-112.461,-108.561,1,1,0
-20.962,-112.462,-108.562,1,1,0
-20.962,-112.462,-108.562,1,1,0
-20.963,-112.463,-108.563,1,1,0
-20.964,-112.464,-108.564,1,1,0
-20.964,-112.464,-108.564,1,1,0
-20.965,-112.465,-108.565,1,1,0
-20.966,-112.466,-108.566,1,1,0
-20.966,-112.466,-108.566,1,1,0
-20.967,-112.467,-108.567,1,1,0
-20.968,-112.468,-108.568,1,1,0
-20.968,-112.468,-108.568,1,1,0
-20.969,-112.469,-108.569,1,1,0
-20.97,-112.47,-108.57,1,1,0
-20.97,-112.47,-108.57,1,1,0
-20.97,-112.47,-108.57,1,1,0
-20.971,-112.471,-108.571,1,1,0
-20.972,-112.472,-108.572,1,1,0
-20.972,-112.472,-108.572,1,1,0
-20.973,-112.473,-108.573,1,1,0
-20.974,-112.474,-108.574,1,1,0
-20.974,-112.474,-108.574,1,1,0
-20.975,-112.475,-108.575,1,1,0
-20.976,-112.476,-108.576,1,1,0
-20.976,-112.476,-108.576,1,1,0
-20.977,-112.477,-108.577,1,1,0
-20.978,-112.478,-108.578,1,1,0
-20.978,-112.478,-108.578,1,1,0
-20.979,-112.479,-108.579,1,1,0
-20.98,-112.48,-108.58,1,1,0
-20.98,-112.48,-108.58,1,1,0
-20.98,-112.48,-108.58,1,1,0
-20.98,-112.48,-108.58,1,1,0
-20.981,-112.481,-108.581,1,1,0
-20.982,-112.482,-108.582,1,1,0
-20.982,-112.482,-108.582,1,1,0
-20.983,-112.483,-108.583,1,1,0
-20.984,-112.484,-108.584,1,1,0
-20.984,-112.484,-108.584,1,1,0
-20.985,-112.485,-108.585,1,1,0
-20.986,-112.486,-108.586,1,1,0
-20.986,-112.486,-108.586,1,1,0
-20.987,-112.487,-108.587,1,1,0
-20.988,-112.488,-108.588,1,1,0
-20.988,-112.488,-108.588,1,1,0
-20.989,-112.489,-108.589,1,1,0
-20.99,-112.49,-108.59,1,1,0
-20.99,-112.49,-108.59,1,1,0
-20.99,-112.49,-108.59,1,1,0
-20.991,-112.491,-108.591,1,1,0
-20.992,-112.492,-108.592,1,1,0
-20.992,-112.492,-108.592,1,1,0
-20.993,-112.493,-108.593,1,1,0
-20.994,-112.494,-108.594,1,1,0
-20.994,-112.494,-108.594,1,1,0
-20.995,-112.495,-108.595,1,1,0
-20.996,-112.496,-108.596,1,1,0
-20.996,-112.496,-108.596,1,1,0
-20.997,-112.497,-108.597,1,1,0
-20.998,-112.498,-108.598,1,1,0
-20.998,-112.498,-108.598,1,1,0
-20.999,-112.499,-108.599,1,1,0
-21,-105,-91.9,1,1,1
-21,-106,-101.2,1,1,1
-21,-115,-103.9,1,1,1
-21,-116,-108.1,1,1,1
-21,-112.5,-108.6,1,1,0
-21,-112.5,-108.6,1,1,0
-21,-112.5,-108.6,1,1,0
-21,-112.5,-108.6,1,1,0
-21.001,-112.501,-108.601,1,1,0
-21.002,-112.502,-108.602,1,1,0
-21.002,-112.502,-108.602,1,1,0
-21.003,-112.503,-108.603,1,1,0
-21.004,-112.504,-108.604,1,1,0
-21.004,-112.504,-108.604,1,1,0
-21.005,-112.505,-108.605,1,1,0
-21.006,-112.506,-108.606,1,1,0
-21.006,-112.506,-108.606,1,1,0
-21.007,-112.507,-108.607,1,1,0
-21.008,-112.508,-108.608,1,1,0
-21.008,-112.508,-108.608,1,1,0
-21.009,-112.509,-108.609,1,1,0
-21.01,-112.51,-108.61,1,1,0
-21.01,-112.51,-108.61,1,1,0
-21.01,-112.51,-108.61,1,1,0
-21.011,-112.511,-108.611,1,1,0
-21.012,-112.512,-108.612,1,1,0
-21.012,-112.512,-108.612,1,1,0
-21.013,-112.513,-108.613,1,1,0
-21.014,-112.514,-108.614,1,1,0
-21.014,-112.514,-108.614,1,1,0
-21.015,-112.515,-108.615,1,1,0
-21.016,-112.516,-108.616,1,1,0
-21.016,-112.516,-108.616,1,1,0
-21.017,-112.517,-108.617,1,1,0
-21.018,-112.518,-108.618,1,1,0
-21.018,-112.518,-108.618,1,1,0
-21.019,-112.519,-108.619,1,1,0
-21.02,-112.52,-108.62,1,1,0
-21.02,-112.52,-108.62,1,1,0
-21.02,-112.52,-108.62,1,1,0
-21.02,-112.52,-108.62,1,1,0
-21.021,-112.521,-108.621,1,1,0
-21.022,-112.522,-108.622,1,1,0
-21.022,-112.522,-108.622,1,1,0
-21.023,-112.523,-108.623,1,1,0
-21.024,-112.524,-108.624,1,1,0
-21.024,-112.524,-108.624,1,1,0
-21.025,-112.525,-108.625,1,1,0
-21.026,-112.526,-108.626,1,1,0
-21.026,-112.526,-108.626,1,1,0
-21.027,-112.527,-108.627,1,1,0
-21.028,-112.528,-108.628,1,1,0
-21.028,-112.528,-108.628,1,1,0
-21.029,-112.529,-108.629,1,1,0
-21.03,-112.53,-108.63,1,1,0
-21.03,-112.53,-108.63,1,1,0
-21.03,-112.53,-108.63,1,1,0
-21.031,-112.531,-108.631,1,1,0
-21.032,-112.532,-108.632,1,1,0
-21.032,-112.532,-108.632,1,1,0
-21.033,-112.533,-108.633,1,1,0
-21.034,-112.534,-108.634,1,1,0
-21.034,-112.534,-108.634,1,1,0
-21.035,-112.535,-108.635,1,1,0
-21.036,-112.536,-108.636,1,1,0
-21.036,-112.536,-108.636,1,1,0
-21.037,-112.537,-108.637,1,1,0
-21.038,-112.538,-108.638,1,1,0
-21.038,-112.538,-108.638,1,1,0
-21.039,-112.539,-108.639,1,1,0
-21.04,-112.54,-108.64,1,1,0
-21.04,-112.54,-108.64,1,1,0
-21.04,-112.54,-108.64,1,1,0
-21.04,-112.54,-108.64,1,1,0
-21.041,-112.541,-108.641,1,1,0
-21.042,-112.542,-108.642,1,1,0
-21.042,-112.542,-108.642,1,1,0
-21.043,-112.543,-108.643,1,1,0
-21.044,-112.544,-108.644,1,1,0
-21.044,-112.544,-108.644,1,1,0
-21.045,-112.545,-108.645,1,1,0
-21.046,-112.546,-108.646,1,1,0
-21.046,-112.546,-108.646,1,1,0
-21.047,-112.547,-108.647,1,1,0
-21.048,-112.548,-108.648,1,1,0
-21.048,-112.548,-108.648,1,1,0
-21.049,-112.549,-108.649,1,1,0
-21.05,-112.55,-108.65,1,1,0
-21.05,-112.55,-108.65,1,1,0
-21.05,-112.55,-108.65,1,1,0
-21.051,-112.551,-108.651,1,1,0
-21.052,-112.552,-108.652,1,1,0
-21.052,-112.552,-108.652,1,1,0
-21.053,-112.553,-108.653,1,1,0
-21.054,-112.554,-108.654,1,1,0
-21.054,-112.554,-108.654,1,1,0
-21.055,-112.555,-108.655,1,1,0
-21.056,-112.556,-108.656,1,1,0
-21.056,-112.556,-108.656,1,1,0
-21.057,-112.557,-108.657,1,1,0
-21.058,-112.558,-108.658,1,1,0
-21.058,-112.558,-108.658,1,1,0
-21.059,-112.559,-108.659,1,1,0
-21.06,-112.56,-108.66,1,1,0
-21.06,-112.56,-108.66,1,1,0
-21.06,-112.56,-108.66,1,1,0
-21.06,-112.56,-108.66,1,1,0
-21.061,-112.561,-108.661,1,1,0
-21.062,-112.562,-108.662,1,1,0
-21.062,-112.562,-108.662,1,1,0
-21.063,-112.563,-108.663,1,1,0
-21.064,-112.564,-108.664,1,1,0
-21.064,-112.564,-108.664,1,1,0
-21.065,-112.565,-108.665,1,1,0
-21.066,-112.566,-108.666,1,1,0
-21.066,-112.566,-108.666,1,1,0
-21.067,-112.567,-108.667,1,1,0
-21.068,-112.568,-108.668,1,1,0
-21.068,-112.568,-108.668,1,1,0
-21.069,-112.569,-108.669,1,1,0
-21.07,-112.57,-108.67,1,1,0
-21.07,-112.57,-108.67,1,1,0
-21.07,-112.57,-108.67,1,1,0
-21.071,-112.571,-108.671,1,1,0
-21.072,-112.572,-108.672,1,1,0
-21.072,-112.572,-108.672,1,1,0
-21.073,-112.573,-108.673,1,1,0
-21.074,-112.574,-108.674,1,1,0
-21.074,-112.574,-108.674,1,1,0
-21.075,-112.575,-108.675,1,1,0
-21.076,-112.576,-108.676,1,1,0
-21.076,-112.576,-108.676,1,1,0
-21.077,-112.577,-108.677,1,1,0
-21.078,-112.578,-108.678,1,1,0
-21.078,-112.578,-108.678,1,1,0
-21.079,-112.579,-108.679,1,1,0
-21.08,-112.58,-108.68,1,1,0
-21.08,-112.58,-108.68,1,1,0
-21.08,-112.58,-108.68,1,1,0
-21.08,-112.58,-108.68,1,1,0
-21.081,-112.581,-108.681,1,1,0
-21.082,-112.582,-108.682,1,1,0
-21.082,-112.582,-108.682,1,1,0
-21.083,-112.583,-108.683,1,1,0
-21.084,-112.584,-108.684,1,1,0
-21.084,-112.584,-108.684,1,1,0
-21.085,-112.585,-108.685,1,1,0
-21.086,-112.586,-108.686,1,1,0
-21.086,-112.586,-108.686,1,1,0
-21.087,-112.587,-108.687,1,1,0
-21.088,-112.588,-108.688,1,1,0
-21.088,-112.588,-108.688,1,1,0
-21.089,-112.589,-108.689,1,1,0
-21.09,-112.59,-108.69,1,1,0
-21.09,-112.59,-108.69,1,1,0
-21.09,-112.59,-108.69,1,1,0
-21.091,-112.591,-108.691,1,1,0
-21.092,-112.592,-108.692,1,1,0
-21.092,-112.592,-108.692,1,1,0
-21.093,-112.593,-108.693,1,1,0
-21.094,-112.594,-108.694,1,1,0
-21.094,-112.594,-108.694,1,1,0
-21.095,-112.595,-108.695,1,1,0
-21.096,-112.596,-108.696,1,1,0
-21.096,-112.596,-108.696,1,1,0
-21.097,-112.597,-108.697,1,1,0
-21.098,-112.598,-108.698,1,1,0
-21.098,-112.598,-108.698,1,1,0
-21.099,-112.599,-108.699,1,1,0
-21.1,-112.6,-108.7,1,1,0
-21.1,-112.6,-108.7,1,1,0
-21.1,-112.6,-108.7,1,1,0
-21.1,-112.6,-108.7,1,1,0
-21.1,-112.6,-108.7,1,1,0
-21.101,-112.601,-108.701,1,1,0
-21.102,-112.602,-108.702,1,1,0
-21.102,-112.602,-108.702,1,1,0
-21.103,-112.603,-108.703,1,1,0
-21.104,-112.604,-108.704,1,1,0
-21.104,-112.604,-108.704,1,1,0
-21.105,-112.605,-108.705,1,1,0
-21.106,-112.606,-108.706,1,1,0
-21.106,-112.606,-108.706,1,1,0
-21.107,-112.607,-108.707,1,1,0
-21.108,-112.608,-108.708,1,1,0
-21.108,-112.608,-108.708,1,1,0
-21.109,-112.609,-108.709,1,1,0
-21.11,-112.61,-108.71,1,1,0
-21.11,-112.61,-108.71,1,1,0
-21.11,-112.61,-108.71,1,1,0
-21.111,-112.611,-108.711,1,1,0
-21.112,-112.612,-108.712,1,1,0
-21.112,-112.612,-108.712,1,1,0
-21.113,-112.613,-108.713,1,1,0
-21.114,-112.614,-108.714,1,1,0
-21.114,-112.614,-108.714,1,1,0
-21.115,-112.615,-108.715,1,1,0
-21.116,-112.616,-108.716,1,1,0
-21.116,-112.616,-108.716,1,1,0
-21.117,-112.617,-108.717,1,1,0
-21.118,-112.618,-108.718,1,1,0
-21.118,-112.618,-108.718,1,1,0
-21.119,-112.619,-108.719,1,1,0
-21.12,-112.62,-108.72,1,1,0
-21.12,-112.62,-108.72,1,1,0
-21.12,-112.62,-108.72,1,1,0
-21.12,-112.62,-108.72,1,1,0
-21.121,-112.621,-108.721,1,1,0
-21.122,-112.622,-108.722,1,1,0
-21.122,-112.622,-108.722,1,1,0
-21.123,-112.623,-108.723,1,1,0
-21.124,-112.624,-108.724,1,1,0
-21.124,-112.624,-108.724,1,1,0
-21.125,-112.625,-108.725,1,1,0
-21.126,-112.626,-108.726,1,1,0
-21.126,-112.626,-108.726,1,1,0
-21.127,-112.627,-108.727,1,1,0
-21.128,-112.628,-108.728,1,1,0
-21.128,-112.628,-108.728,1,1,0
-21.129,-112.629,-108.729,1,1,0
-21.13,-112.63,-108.73,1,1,0
-21.13,-112.63,-108.73,1,1,0
-21.13,-112.63,-108.73,1,1,0
-21.131,-112.631,-108.731,1,1,0
-21.132,-112.632,-108.732,1,1,0
-21.132,-112.632,-108.732,1,1,0
-21.133,-112.633,-108.733,1,1,0
-21.134,-112.634,-108.734,1,1,0
-21.134,-112.634,-108.734,1,1,0
-21.135,-112.635,-108.735,1,1,0
-21.136,-112.636,-108.736,1,1,0
-21.136,-112.636,-108.736,1,1,0
-21.137,-112.637,-108.737,1,1,0
-21.138,-112.638,-108.738,1,1,0
-21.138,-112.638,-108.738,1,1,0
-21.139,-112.639,-108.739,1,1,0
-21.14,-112.64,-108.74,1,1,0
-21.14,-112.64,-108.74,1,1,0
-21.14,-112.64,-108.74,1,1,0
-21.14,-112.64,-108.74,1,1,0
-21.141,-112.641,-108.741,1,1,0
-21.142,-112.642,-108.742,1,1,0
-21.142,-112.642,-108.742,1,1,0
-21.143,-112.643,-108.743,1,1,0
-21.144,-112.644,-108.744,1,1,0
-21.144,-112.644,-108.744,1,1,0
-21.145,-112.645,-108.745,1,1,0
-21.146,-112.646,-108.746,1,1,0
-21.146,-112.646,-108.746,1,1,0
-21.147,-112.647,-108.747,1,1,0
-21.148,-112.648,-108.748,1,1,0
-21.148,-112.648,-108.748,1,1,0
-21.149,-112.649,-108.749,1,1,0
-21.15,-112.65,-108.75,1,1,0
-21.15,-112.65,-108.75,1,1,0
-21.15,-112.65,-108.75,1,1,0
-21.151,-112.651,-108.751,1,1,0
-21.152,-112.652,-108.752,1,1,0
-21.152,-112.652,-108.752,1,1,0
-21.153,-112.653,-108.753,1,1,0
-21.154,-112.654,-108.754,1,1,0
-21.154,-112.654,-108.754,1,1,0
-21.155,-112.655,-108.755,1,1,0
-21.156,-112.656,-108.756,1,1,0
-21.156,-112.656,-108.756,1,1,0
-21.157,-112.657,-108.757,1,1,0
-21.158,-112.658,-108.758,1,1,0
-21.158,-112.658,-108.758,1,1,0
-21.159,-112.659,-108.759,1,1,0
-21.16,-112.66,-108.76,1,1,0
-21.16,-112.66,-108.76,1,1,0
-21.16,-112.66,-108.76,1,1,0
-21.16,-112.66,-108.76,1,1,0
-21.161,-112.661,-108.761,1,1,0
-21.162,-112.662,-108.762,1,1,0
-21.162,-112.662,-108.762,1,1,0
-21.163,-112.663,-108.763,1,1,0
-21.164,-112.664,-108.764,1,1,0
-21.164,-112.664,-108.764,1,1,0
-21.165,-112.665,-108.765,1,1,0
-21.166,-112.666,-108.766,1,1,0
-21.166,-112.666,-108.766,1,1,0
-21.167,-112.667,-108.767,1,1,0
-21.168,-112.668,-108.768,1,1,0
-21.168,-112.668,-108.768,1,1,0
-21.169,-112.669,-108.769,1,1,0
-21.17,-112.67,-108.77,1,1,0
-21.17,-112.67,-108.77,1,1,0
-21.17,-112.67,-108.77,1,1,0
-21.171,-112.671,-108.771,1,1,0
-21.172,-112.672,-108.772,1,1,0
-21.172,-112.672,-108.772,1,1,0
-21.173,-112.673,-108.773,1,1,0
-21.174,-112.674,-108.774,1,1,0
-21.174,-112.674,-108.774,1,1,0
-21.175,-112.675,-108.775,1,1,0
-21.176,-112.676,-108.776,1,1,0
-21.176,-112.676,-108.776,1,1,0
-21.177,-112.677,-108.777,1,1,0
-21.178,-112.678,-108.778,1,1,0
-21.178,-112.678,-108.778,1,1,0
-21.179,-112.679,-108.779,1,1,0
-21.18,-112.68,-108.78,1,1,0
-21.18,-112.68,-108.78,1,1,0
-21.18,-112.68,-108.78,1,1,0
-21.18,-112.68,-108.78,1,1,0
-21.181,-112.681,-108.781,1,1,0
-21.182,-112.682,-108.782,1,1,0
-21.182,-112.682,-108.782,1,1,0
-21.183,-112.683,-108.783,1,1,0
-21.184,-112.684,-108.784,1,1,0
-21.184,-112.684,-108.784,1,1,0
-21.185,-112.685,-108.785,1,1,0
-21.186,-112.686,-108.786,1,1,0
-21.186,-112.686,-108.786,1,1,0
-21.187,-112.687,-108.787,1,1,0
-21.188,-112.688,-108.788,1,1,0
-21.188,-112.688,-108.788,1,1,0
-21.189,-112.689,-108.789,1,1,0
-21.19,-112.69,-108.79,1,1,0
-21.19,-112.69,-108.79,1,1,0
-21.19,-112.69,-108.79,1,1,0
-21.191,-112.691,-108.791,1,1,0
-21.192,-112.692,-108.792,1,1,0
-21.192,-112.692,-108.792,1,1,0
-21.193,-112.693,-108.793,1,1,0
-21.194,-112.694,-108.794,1,1,0
-21.194,-112.694,-108.794,1,1,0
-21.195,-112.695,-108.795,1,1,0
-21.196,-112.696,-108.796,1,1,0
-21.196,-112.696,-108.796,1,1,0
-21.197,-112.697,-108.797,1,1,0
-21.198,-112.698,-108.798,1,1,0
-21.198,-112.698,-108.798,1,1,0
-21.199,-112.699,-108.799,1,1,0
-21.2,-112.7,-108.8,1,1,0
-21.2,-112.7,-108.8,1,1,0
-21.2,-112.7,-108.8,1,1,0
-21.2,-112.7,-108.8,1,1,0
-21.201,-112.701,-108.801,1,1,0
-21.202,-112.702,-108.802,1,1,0
-21.202,-112.702,-108.802,1,1,0
-21.203,-112.703,-108.803,1,1,0
-21.204,-112.704,-108.804,1,1,0
-21.204,-112.704,-108.804,1,1,0
-21.205,-112.705,-108.805,1,1,0
-21.206,-112.706,-108.806,1,1,0
-21.206,-112.706,-108.806,1,1,0
-21.207,-112.707,-108.807,1,1,0
-21.208,-112.708,-108.808,1,1,0
-21.208,-112.708,-108.808,1,1,0
-21.209,-112.709,-108.809,1,1,0
-21.21,-112.71,-108.81,1,1,0
-21.21,-112.71,-108.81,1,1,0
-21.21,-112.71,-108.81,1,1,0
-21.211,-112.711,-108.811,1,1,0
-21.212,-112.712,-108.812,1,1,0
-21.212,-112.712,-108.812,1,1,0
-21.213,-112.713,-108.813,1,1,0
-21.214,-112.714,-108.814,1,1,0
-21.214,-112.714,-108.814,1,1,0
-21.215,-112.715,-108.815,1,1,0
-21.216,-112.716,-108.816,1,1,0
-21.216,-112.716,-108.816,1,1,0
-21.217,-112.717,-108.817,1,1,0
-21.218,-112.718,-108.818,1,1,0
-21.218,-112.718,-108.818,1,1,0
-21.219,-112.719,-108.819,1,1,0
-21.22,-112.72,-108.82,1,1,0
-21.22,-112.72,-108.82,1,1,0
-21.22,-112.72,-108.82,1,1,0
-21.22,-112.72,-108.82,1,1,0
-21.221,-112.721,-108.821,1,1,0
-21.222,-112.722,-108.822,1,1,0
-21.222,-112.722,-108.822,1,1,0
-21.223,-112.723,-108.823,1,1,0
-21.224,-112.724,-108.824,1,1,0
-21.224,-112.724,-108.824,1,1,0
-21.225,-112.725,-108.825,1,1,0
-21.226,-112.726,-108.826,1,1,0
-21.226,-112.726,-108.826,1,1,0
-21.227,-112.727,-108.827,1,1,0
-21.228,-112.728,-108.828,1,1,0
-21.228,-112.728,-108.828,1,1,0
-21.229,-112.729,-108.829,1,1,0
-21.23,-112.73,-108.83,1,1,0
-21.23,-112.73,-108.83,1,1,0
